year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,109.1,106.8,48.0,36.9,69.4,268.0,56.3,101.0,178.4,53.2,23.5,39.4,129.0,183.6,10.2,113.5,147.4
2011,110.8,104.0,44.4,38.4,74.5,280.9,54.8,101.8,201.6,55.9,29.6,42.2,124.6,165.6,18.5,116.8,150.3
2012,109.2,103.5,41.9,37.9,76.1,316.9,50.5,97.9,173.4,52.6,25.8,41.7,119.6,168.2,21.3,116.9,147.2
2013,109.9,97.3,45.6,22.5,75.6,315.6,52.9,97.9,177.5,46.5,30.0,46.5,120.1,166.0,21.5,118.6,147.6
2014,105.4,84.5,44.7,21.5,72.2,310.0,50.2,98.6,174.0,38.3,33.3,47.1,104.0,192.9,26.4,112.0,147.3
2015,107.1,80.6,47.5,30.6,69.2,305.4,53.2,94.8,166.1,54.5,42.7,52.7,106.1,203.8,31.5,111.2,165.3
2016,104.7,80.6,63.7,39.5,75.6,290.2,49.0,93.2,161.3,49.2,41.4,53.0,104.4,221.2,30.1,101.8,149.7
2017,104.7,74.0,86.1,35.6,85.5,305.6,46.2,93.6,163.5,47.5,39.3,53.6,105.8,194.9,33.0,89.1,150.2
2018,101.9,70.4,79.5,32.6,83.1,286.0,43.2,108.5,180.1,43.1,32.5,48.5,91.3,203.1,29.3,77.5,130.8
2019,99.0,59.5,91.7,39.9,85.1,258.2,38.4,113.5,217.0,48.5,40.0,52.8,81.6,182.3,38.0,74.2,130.7
2020,98.0,62.8,96.7,45.1,83.5,259.1,37.2,103.9,239.6,62.4,40.2,58.9,79.1,149.5,40.4,73.0,140.5
2021,105.5,94.8,96.3,35.7,84.3,261.7,40.8,108.5,254.6,75.9,42.1,63.1,91.5,168.9,44.6,70.3,125.1
2022,106.2,99.0,83.7,32.2,85.2,277.8,39.6,111.4,225.3,38.2,47.1,69.8,87.2,190.4,55.0,71.4,156.9
2023,104.1,89.3,103.4,53.4,107.8,238.9,38.2,109.6,234.1,62.9,62.9,76.2,73.8,161.8,70.9,80.5,175.4
2024,104.0,87.8,105.8,56.9,111.9,211.3,38.4,104.6,200.6,67.8,64.6,80.6,74.1,156.1,78.9,81.9,213.2
