year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,99.7,99.8,99.1,98.5,98.8,99.9,99.5,99.6,99.9,99.4,98.8,99.1,99.6,99.8,97.7,99.6,99.5
2011,99.7,99.9,99.2,98.5,99.0,99.9,99.5,99.7,99.9,99.5,99.0,99.1,99.7,99.8,97.5,99.7,99.6
2012,99.7,99.9,99.2,98.4,99.0,99.9,99.4,99.7,99.9,99.5,98.9,99.2,99.7,99.8,97.7,99.7,99.6
2013,99.8,99.9,99.3,98.4,99.1,99.9,99.5,99.7,99.9,99.3,99.0,99.3,99.7,99.8,97.4,99.7,99.7
2014,99.8,99.9,99.2,98.4,99.1,99.9,99.5,99.7,99.9,98.9,98.9,99.2,99.6,99.9,98.1,99.7,99.7
2015,99.8,99.9,99.5,97.8,99.1,99.9,99.6,99.8,99.9,99.3,99.0,99.3,99.6,99.8,98.2,99.7,99.7
2016,99.8,99.9,99.5,97.8,99.2,100.0,99.7,99.8,99.9,99.3,99.1,99.4,99.6,99.9,98.3,99.7,99.7
2017,99.8,99.9,99.5,98.1,99.2,100.0,99.7,99.8,99.9,99.3,99.2,99.5,99.7,99.9,98.2,99.7,99.7
2018,99.8,99.9,99.5,98.4,99.3,100.0,99.7,99.9,100.0,99.3,99.1,99.7,99.7,99.9,98.8,99.7,99.6
2019,99.8,99.9,99.4,97.8,99.2,100.0,99.7,99.9,100.0,99.4,98.7,99.6,99.7,99.9,98.8,99.7,99.7
2020,99.9,99.9,99.5,97.5,99.4,100.0,99.8,99.9,100.0,99.3,98.9,99.7,99.7,99.9,98.8,99.8,99.8
2021,99.9,99.9,99.5,97.8,99.3,100.0,99.8,99.9,100.0,99.6,99.1,99.7,99.8,99.9,98.4,99.8,99.8
2022,99.9,99.9,99.5,98.2,99.4,100.0,99.8,99.7,100.0,99.6,99.3,99.8,99.8,99.9,98.4,99.7,99.8
2023,99.9,99.9,99.5,97.8,99.4,100.0,99.8,99.7,100.0,99.7,99.5,99.8,99.8,99.9,98.5,99.5,99.9
2024,99.9,100.0,99.5,97.8,98.7,100.0,99.8,99.6,100.0,99.7,99.4,99.8,99.8,99.9,98.6,99.7,99.9
