REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,6.1,5.5,6.0,5.2,5.6,5.5,6.7,5.8,6.6,5.1,8.6,6.0,9.1,,9.7
Dolnośląskie,7.0,6.3,7.7,6.1,6.6,6.8,6.2,5.7,6.0,5.2,9.2,6.3,9.9,,10.4
Kujawsko-Pomorskie,5.7,4.9,4.7,4.0,4.8,4.9,5.8,5.2,5.6,4.2,7.1,5.2,11.7,,7.0
Lubelskie,6.0,4.9,4.0,4.3,6.7,6.2,7.2,6.1,7.3,5.5,11.1,6.4,8.4,,12.3
Lubuskie,5.9,3.8,4.9,6.1,4.1,3.7,5.6,3.8,5.9,4.1,5.2,3.2,7.8,,7.8
Łódzkie,5.2,4.4,6.1,5.2,3.9,4.5,5.9,4.0,4.8,4.5,6.7,4.0,6.9,,9.3
Małopolskie,5.8,6.1,6.0,6.4,4.6,5.7,9.0,8.1,7.6,4.8,9.7,8.2,7.2,,7.9
Mazowieckie,6.2,5.5,7.1,5.4,6.3,5.7,7.5,7.6,9.4,5.8,8.8,8.0,10.9,,11.3
Opolskie,8.0,5.5,8.4,6.9,7.3,7.5,6.9,6.6,6.4,6.6,6.5,7.7,9.7,,14.2
Podkarpackie,7.8,7.6,6.9,6.3,6.8,8.4,9.6,6.0,10.2,7.9,9.0,9.3,11.6,,9.3
Podlaskie,6.2,4.8,8.6,6.5,5.5,7.3,6.3,4.7,5.7,6.1,14.3,5.6,11.5,,13.9
Pomorskie,4.8,5.0,3.6,3.9,5.3,4.3,5.4,4.9,4.9,3.9,9.8,4.6,9.5,,9.3
Śląskie,7.7,7.1,7.7,5.3,7.4,6.0,7.9,6.1,7.9,6.2,10.1,6.1,9.9,,11.2
Świętokrzyskie,4.7,4.0,6.3,5.6,5.4,4.3,4.7,6.4,5.5,5.5,6.8,5.2,5.8,,7.5
Warmińsko-Mazurskie,5.2,4.9,4.2,4.1,4.1,5.3,5.0,3.7,5.6,3.0,6.7,4.1,6.0,,9.5
Wielkopolskie,5.8,5.1,4.1,4.8,4.8,4.5,5.2,5.6,4.7,4.4,7.8,4.4,8.5,,8.0
Zachodniopomorskie,4.5,4.7,4.9,3.2,4.8,4.3,4.9,4.9,3.9,3.0,8.6,4.7,6.5,,9.2
