REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,,1215,1016,1039,1041,1079
Dolnośląskie,,,,,,,,,,,1109,1105,989,1006,925
Kujawsko-Pomorskie,,,,,,,,,,,1018,638,658,705,877
Lubelskie,,,,,,,,,,,729,719,860,652,734
Lubuskie,,,,,,,,,,,2543,1220,987,792,1636
Łódzkie,,,,,,,,,,,2529,1125,1229,1467,1310
Małopolskie,,,,,,,,,,,710,784,888,740,918
Mazowieckie,,,,,,,,,,,657,628,618,653,634
Opolskie,,,,,,,,,,,676,752,1406,813,908
Podkarpackie,,,,,,,,,,,2373,2051,1590,1534,2337
Podlaskie,,,,,,,,,,,1339,1734,2194,2296,2189
Pomorskie,,,,,,,,,,,1087,907,902,1074,929
Śląskie,,,,,,,,,,,1436,1145,1262,1224,1248
Świętokrzyskie,,,,,,,,,,,1300,946,1106,1127,1342
Warmińsko-Mazurskie,,,,,,,,,,,1039,896,758,686,763
Wielkopolskie,,,,,,,,,,,1261,1499,1381,1319,1283
Zachodniopomorskie,,,,,,,,,,,1091,1013,805,1085,962
