year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,20.9,19.9,19.6,23.7,19.3,20.4,22.0,23.6,20.9,23.5,21.3,20.5,15.1,20.1,22.2,23.3,18.7
2011,,,,,,,,,,,,,,,,,
2012,21.7,21.4,19.8,22.7,22.4,21.9,22.0,25.3,22.7,23.8,22.1,21.0,15.2,20.7,22.0,24.3,20.1
2013,,,,,,,,,,,,,,,,,
2014,22.8,23.1,19.5,23.8,22.8,22.6,24.2,24.8,24.9,25.0,23.6,22.6,17.3,21.7,24.2,25.2,21.9
2015,,,,,,,,,,,,,,,,,
2016,23.9,23.8,21.1,25.9,25.1,23.0,26.0,26.5,23.0,26.3,23.1,23.9,18.0,23.0,22.9,26.6,23.1
2017,,,,,,,,,,,,,,,,,
2018,22.9,24.3,21.3,23.8,23.9,22.3,25.5,24.8,23.1,24.8,21.1,22.2,17.4,22.2,23.8,24.9,21.4
2019,,,,,,,,,,,,,,,,,
2020,25.0,23.9,22.4,29.8,24.6,24.0,25.9,27.5,26.0,28.9,25.6,22.9,18.1,26.7,26.0,27.7,23.2
2021,,,,,,,,,,,,,,,,,
2022,27.4,25.3,25.6,32.0,27.4,28.0,29.3,30.1,28.1,30.1,26.7,24.7,20.1,30.4,28.1,29.9,25.4
2023,,,,,,,,,,,,,,,,,
