year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,48.1,47.0,73.2,63.6,55.2,33.1,36.9,32.7,50.4,74.1,47.5,43.4,36.7,66.4,83.4,35.1,72.6
2011,53.4,49.3,81.2,70.0,58.2,37.5,41.3,39.7,53.6,81.3,51.9,51.3,42.4,70.5,88.3,38.6,78.2
2012,58.7,54.1,88.7,77.2,60.7,43.7,46.4,45.7,56.8,86.7,55.7,58.0,46.7,73.5,94.2,44.2,82.1
2013,62.1,56.1,94.5,82.3,64.5,47.7,49.7,50.3,57.3,90.2,59.4,61.4,49.8,76.7,97.7,47.2,82.4
2014,58.5,51.1,91.5,77.1,55.5,45.5,47.0,48.4,53.5,87.0,57.1,58.5,46.9,71.3,90.8,44.2,74.7
2015,54.1,45.2,84.6,75.4,49.4,43.8,44.5,45.4,50.3,80.9,55.6,51.5,43.7,64.2,84.3,38.1,68.6
2016,52.1,43.5,86.2,73.6,47.3,43.1,40.3,45.2,50.9,77.9,55.3,49.1,39.9,62.4,81.5,36.1,61.9
2017,48.5,39.3,83.3,69.5,43.9,41.4,38.5,42.8,48.0,74.3,52.8,42.9,36.4,57.5,76.7,31.1,57.7
2018,45.4,37.9,79.3,67.4,39.5,39.7,36.3,40.0,43.5,69.7,50.5,40.7,31.9,57.6,71.9,27.0,52.0
2019,39.5,32.7,68.8,61.6,31.8,34.6,31.1,35.4,40.4,63.1,45.1,35.7,24.0,53.8,61.5,23.4,46.1
2020,41.9,34.1,72.3,62.9,35.8,35.7,33.1,36.2,43.8,67.6,46.3,39.6,28.1,54.8,63.7,26.9,50.5
2021,38.0,30.8,65.0,56.3,30.3,33.2,30.3,33.3,41.1,63.4,43.4,36.1,24.8,48.9,56.6,23.6,46.0
2022,33.8,27.7,57.4,52.2,24.6,29.3,27.5,30.1,37.9,55.0,39.2,31.8,20.5,42.7,51.9,20.5,42.1
2023,30.5,25.3,52.0,45.8,21.9,27.5,24.6,25.9,34.6,49.8,36.3,29.7,18.4,38.5,46.7,19.5,39.1
2024,28.2,23.5,49.7,41.5,20.7,26.5,21.7,23.7,31.7,46.0,32.9,27.6,16.4,35.8,42.6,18.4,37.4
