year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,30,0,11,3,0,0,5,3,0,2,1,1,1,0,1,2,0
2011,17,2,0,0,0,2,2,2,0,0,0,0,7,0,0,1,1
2012,13,0,0,0,0,4,2,3,0,0,0,0,2,0,0,1,1
2013,19,1,0,0,2,3,4,2,3,1,0,1,1,0,1,0,0
2014,44,0,5,0,0,13,7,7,0,1,3,0,4,0,0,4,0
2015,18,0,2,0,0,1,9,1,0,0,0,1,3,0,1,0,0
2016,15,0,0,0,0,1,9,1,0,0,0,0,3,0,0,1,0
2017,44,0,1,0,0,2,5,4,0,0,0,6,21,0,0,5,0
2018,284,2,1,0,1,24,24,25,1,89,2,53,5,0,0,23,34
2019,37,0,2,1,0,2,9,12,0,0,0,3,2,0,0,6,0
2020,12,2,0,0,0,1,2,4,0,0,0,0,0,0,0,3,0
2021,18,3,0,0,0,0,0,6,0,0,0,4,0,0,0,5,0
2022,43,5,1,0,0,12,4,14,1,0,2,3,0,0,0,1,0
2023,50,3,2,0,0,3,4,25,3,0,2,1,0,0,1,6,0
