REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,14204,14487,14420,13761,13527,13447,13162,13145,13671,13167,13386,14395,14892,14450
Dolnośląskie,,14132,14637,14617,14015,13443,13579,13158,13396,13717,13331,13656,14798,15205,13996
Kujawsko-Pomorskie,,13838,14531,14382,13759,13521,13270,12760,12856,13816,13326,13498,14503,15182,14783
Lubelskie,,14156,14764,14777,13869,13553,13367,13134,13034,13890,13362,13566,14315,14711,13092
Lubuskie,,13770,13825,14490,12809,12980,12898,12356,11813,12862,12594,12971,13744,14324,13455
Łódzkie,,13875,14033,13902,13593,13375,13358,13130,13192,13636,13403,13649,14659,15337,14544
Małopolskie,,15027,15433,15128,14165,14054,14071,13612,13494,13826,13352,13471,14196,14526,14193
Mazowieckie,,13601,14058,14212,13578,13353,13208,12888,12947,13762,12969,13383,14726,14959,15480
Opolskie,,13399,13689,13080,12706,12497,12254,11767,11797,12697,12318,12526,13544,14472,13836
Podkarpackie,,15019,15469,15166,14575,14209,14268,14052,13913,13915,13369,13375,14060,14550,14132
Podlaskie,,15171,15468,15582,14193,13607,13434,13191,13312,13340,12812,12772,13463,14125,13801
Pomorskie,,13595,13506,13272,12993,12754,12646,12457,12572,13431,13041,13257,14539,14980,14689
Śląskie,,13883,13959,13677,13473,13381,13457,13323,13089,13310,12763,12782,13728,14351,13793
Świętokrzyskie,,14613,14783,14839,13873,13593,13408,13336,13141,13929,13212,13304,13858,14368,14314
Warmińsko-Mazurskie,,14946,14809,15223,13802,13479,13486,13146,13146,13613,13445,13530,14533,15177,13015
Wielkopolskie,,14764,15005,14736,14144,13982,13914,13655,13667,14117,13595,13990,15119,15709,15377
Zachodniopomorskie,,14247,14030,14404,13869,13865,13429,13427,13561,13507,13430,13627,14615,15459,15128
