year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,62.0,68.1,64.3,47.2,63.3,58.8,52.7,61.5,59.2,56.9,60.0,75.4,69.0,47.4,65.8,61.0,74.8
2011,63.5,69.3,65.2,48.5,64.4,59.8,54.5,63.1,60.8,60.7,61.0,76.5,70.1,50.0,66.8,62.6,76.0
2012,64.3,70.1,65.6,49.3,64.9,60.4,55.1,63.7,61.8,61.5,61.5,77.2,70.9,51.5,67.7,63.9,77.0
2013,65.1,70.8,66.1,49.7,65.5,60.9,56.0,64.7,63.3,62.6,62.1,77.9,71.5,52.5,68.3,64.6,77.5
2014,68.7,75.0,69.1,51.5,70.4,62.6,59.8,66.7,69.7,68.7,63.2,82.0,75.8,56.1,73.4,69.7,80.4
2015,69.7,75.7,69.6,52.1,72.7,63.4,61.4,67.5,71.6,69.3,63.6,82.7,77.3,57.9,74.0,70.6,80.6
2016,70.2,76.3,69.9,52.5,73.5,63.7,62.6,68.1,72.3,69.7,64.1,82.9,77.8,58.8,74.3,71.4,80.8
2017,70.5,76.6,70.0,52.6,73.8,63.9,63.0,68.9,72.7,69.8,64.3,83.1,78.0,58.7,74.2,71.8,81.0
2018,70.8,76.5,70.0,52.9,74.1,64.0,63.3,69.4,73.0,70.4,64.5,83.1,78.3,59.0,74.4,72.1,80.4
2019,71.2,76.9,70.2,53.5,74.3,64.3,63.9,69.8,73.6,71.1,64.8,83.7,78.6,59.4,74.6,72.2,80.6
2020,71.6,77.0,70.4,53.8,74.7,64.3,64.6,70.5,73.5,71.8,65.4,84.0,78.7,59.7,75.2,73.0,80.6
2021,71.9,77.4,70.5,53.9,74.9,64.6,65.2,70.9,73.8,72.4,65.7,84.2,79.0,60.3,75.4,73.4,80.8
2022,72.3,77.6,70.6,54.2,75.1,64.7,65.7,71.2,74.0,72.9,65.9,84.5,79.5,60.8,75.6,74.1,81.1
2023,72.6,77.7,70.8,54.5,75.3,64.8,66.2,71.5,74.1,73.5,66.4,84.7,79.8,61.3,75.9,74.5,81.3
2024,72.9,78.0,70.8,55.1,75.6,65.0,66.8,71.8,74.5,74.1,66.8,85.0,80.0,61.9,76.0,74.8,81.5
