year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,9732,360,622,508,201,652,718,1794,154,805,464,712,856,268,537,700,381
2011,8813,310,549,583,135,531,756,1896,136,608,248,667,633,215,581,623,342
2012,8444,317,562,579,127,514,683,1874,129,639,403,535,534,288,362,684,214
2013,7577,304,543,489,139,520,596,1159,123,609,308,578,529,173,516,701,290
2014,8392,357,480,607,101,700,856,1607,181,588,306,496,678,238,372,652,173
2015,8652,447,451,535,139,688,1000,1394,190,615,263,565,755,270,353,751,236
2016,10028,483,509,794,176,771,1023,1291,254,731,376,818,863,375,280,933,351
2017,10000,368,439,811,118,694,1312,2012,210,775,253,705,811,328,346,566,252
2018,9957,373,515,609,95,662,1214,1792,295,898,262,489,1066,372,284,533,498
2019,9234,288,381,830,93,657,1161,1552,237,1172,222,376,1070,279,286,481,149
2020,5469,310,313,344,76,319,899,594,136,708,127,404,493,119,228,296,103
2021,8294,519,452,417,121,515,1330,1045,186,843,168,516,799,130,283,549,421
2022,6575,395,264,410,186,392,711,1050,154,550,180,399,633,183,249,587,232
2023,10348,456,542,710,184,726,1245,2015,205,1089,385,706,834,246,282,524,199
