year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.0,0.0,0.0,0.0,0.0,0.0,3957.3,73628.7,0.0,0.0,154.0,404.4,1393.4,0.0,0.0,3124.0,1473.4
2011,80543.1,0.0,1336.2,0.0,0.0,572.8,5163.8,53463.0,0.0,0.0,0.0,0.0,1915.3,0.0,0.0,3928.7,0.0
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,249499.2,0.0,0.0,0.0,0.0,4722.0,0.0,159125.6,0.0,0.0,8892.9,0.0,0.0,977.9,1403.0,0.0,0.0
2015,0.0,0.0,1502.7,3036.8,0.0,464.5,6139.3,50474.8,0.0,1285.1,0.0,0.0,6576.4,0.0,0.0,0.0,0.0
2016,0.0,5837.1,0.0,0.0,0.0,5636.5,0.0,49209.5,0.0,0.0,1565.0,0.0,0.0,1559.5,0.0,0.0,0.0
2017,325163.6,0.0,0.0,21787.6,0.0,13466.5,77503.8,65766.3,0.0,0.0,3567.2,1821.4,0.0,997.0,0.0,11992.7,0.0
2018,358191.7,0.0,0.0,0.0,0.0,21700.5,0.0,0.0,0.0,0.0,7189.7,2302.4,54714.6,1050.0,0.0,29335.5,0.0
2019,521961.5,0.0,21982.4,0.0,0.0,29382.3,15377.3,159574.2,0.0,0.0,10849.1,0.0,0.0,922.8,0.0,28833.5,0.0
2020,508591.7,0.0,4450.6,105079.3,0.0,0.0,17401.0,59302.5,0.0,0.0,4504.5,13005.9,26657.0,1328.4,0.0,43111.4,0.0
2021,362687.1,0.0,5090.0,39587.9,0.0,36122.3,23076.9,85215.4,5097.7,7793.3,7105.3,16029.0,59690.6,2730.4,1529.2,27515.4,1798.2
2022,534824.7,0.0,0.0,71506.2,0.0,57026.1,67133.7,98324.3,0.0,10966.0,12397.3,11030.0,75490.0,2553.2,0.0,29268.6,0.0
2023,539921.7,0.0,0.0,66619.9,0.0,0.0,19235.3,106671.0,0.0,0.0,0.0,13018.7,51434.8,2791.3,0.0,35538.3,10494.2
