REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
Dolnośląskie,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Kujawsko-Pomorskie,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Lubelskie,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Lubuskie,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Łódzkie,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
Małopolskie,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
Mazowieckie,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Opolskie,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Podkarpackie,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Podlaskie,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Pomorskie,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7
Śląskie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Świętokrzyskie,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
Warmińsko-Mazurskie,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9
Wielkopolskie,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
Zachodniopomorskie,18,17,17,16,16,16,16,16,16,15,16,16,16,16,16
