REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,5.3,6.1,6.7,6.9,6.5,5.8,5.8,5.3,5.0,4.9,4.9,5.3,5.6,5.9,6.2
Dolnośląskie,4.2,4.5,4.5,4.1,3.6,2.9,2.8,2.6,2.5,2.4,2.4,2.5,2.6,2.7,2.8
Kujawsko-Pomorskie,1.6,1.8,1.9,2.0,1.9,1.7,2.3,2.0,1.9,1.9,1.9,2.0,2.1,1.9,1.9
Lubelskie,9.0,9.5,10.0,9.9,9.2,8.5,9.3,9.0,9.2,9.3,9.3,9.5,9.5,9.6,9.6
Lubuskie,8.1,10.6,13.3,13.9,13.4,11.8,11.3,9.3,8.6,8.5,9.3,11.0,11.6,12.1,13.0
Łódzkie,1.7,1.9,2.1,2.1,2.0,1.9,2.0,1.9,2.0,2.1,2.1,2.2,2.3,2.3,2.4
Małopolskie,6.5,6.4,6.3,5.5,4.1,3.3,3.2,2.8,2.3,2.1,1.9,1.9,1.8,1.8,1.7
Mazowieckie,3.7,4.0,4.5,4.9,4.5,4.0,4.5,4.1,4.2,4.1,3.9,4.2,4.3,4.6,4.6
Opolskie,0.8,0.8,0.9,0.9,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8
Podkarpackie,9.8,9.6,9.1,8.2,6.9,5.9,5.9,5.6,5.3,4.9,4.6,4.5,4.3,4.0,3.8
Podlaskie,16.9,20.3,24.4,28.5,28.8,27.5,29.0,27.1,25.3,24.3,25.1,29.3,35.4,40.3,43.9
Pomorskie,2.8,3.3,3.9,3.9,3.7,3.2,2.9,2.6,2.3,2.2,2.2,2.4,2.5,2.6,3.0
Śląskie,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Świętokrzyskie,9.7,10.1,10.1,9.5,7.9,6.8,6.7,5.9,5.5,5.2,4.9,5.0,4.8,4.7,4.5
Warmińsko-Mazurskie,15.7,20.9,26.1,29.3,29.3,28.1,28.8,26.1,23.7,22.8,23.4,25.2,26.7,28.0,28.9
Wielkopolskie,2.2,2.6,2.8,2.9,2.8,2.3,2.4,2.1,2.1,2.1,2.1,2.2,2.4,2.6,3.0
Zachodniopomorskie,13.8,17.8,20.8,21.2,20.6,17.8,15.1,12.7,12.1,12.1,12.9,14.6,15.7,17.7,18.2
