year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,100.0,99.3,84.7,90.2,85.0,89.3,92.3,124.6,91.3,83.8,87.9,98.5,102.7,86.5,83.8,91.0,90.8
2011,100.0,99.0,84.5,89.8,84.8,89.5,91.9,124.3,89.6,83.4,87.7,98.4,104.7,86.6,83.3,90.6,90.7
2012,100.0,99.1,85.0,90.3,85.5,90.4,92.3,123.9,89.7,84.2,88.4,98.7,103.0,86.8,84.1,90.7,91.3
2013,100.0,99.8,85.7,90.0,84.6,90.5,92.2,123.1,89.6,84.7,88.5,99.2,103.7,86.4,84.2,90.7,91.3
2014,100.0,101.0,85.9,90.0,85.5,90.4,92.4,123.1,90.7,85.2,88.2,100.2,102.4,85.8,84.6,89.9,91.1
2015,100.0,101.3,85.3,89.1,85.9,91.3,94.1,122.8,91.4,85.0,87.9,99.5,101.7,86.3,84.2,89.7,91.4
2016,100.0,102.2,85.6,88.9,87.1,91.5,95.0,122.1,91.5,85.2,87.8,99.6,100.1,85.5,84.4,90.8,92.0
2017,100.0,102.8,85.8,88.8,87.3,91.5,96.0,122.0,91.5,84.7,88.5,99.3,99.0,86.4,84.0,91.1,91.7
2018,100.0,102.2,85.6,88.1,87.7,91.9,96.8,121.8,90.6,84.6,88.2,99.2,99.8,86.3,83.3,90.7,91.7
2019,100.0,102.7,86.7,88.1,88.0,92.4,98.4,120.6,90.9,84.7,88.3,99.2,99.9,86.7,83.4,90.5,92.1
2020,100.0,103.1,87.5,89.0,87.5,93.2,100.2,119.2,91.9,85.2,89.3,99.3,98.7,86.9,85.3,90.3,92.3
2021,100.0,104.0,88.1,88.6,88.1,93.7,100.8,118.4,91.5,86.2,90.2,99.9,98.4,87.7,85.4,89.6,92.5
2022,100.0,103.6,87.8,88.1,89.7,92.6,101.8,118.0,91.5,84.4,89.7,99.9,100.3,86.2,84.6,89.8,92.0
2023,100.0,103.4,88.5,89.2,90.6,92.9,101.9,117.6,91.8,84.7,89.6,99.4,100.2,86.7,84.9,89.2,92.3
2024,100.0,102.7,89.3,90.0,91.4,93.8,102.2,116.1,92.2,87.1,91.0,99.9,98.9,88.8,87.2,89.9,93.0
