year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,26.4,53.5,3.8,56.2,6.3,29.0,61.6,28.9,36.3,7.0,14.3,14.7,61.7,21.1,11.5,15.7,15.6
2011,27.2,55.4,4.6,57.0,7.0,28.8,64.5,29.2,35.5,7.8,14.5,15.6,63.5,21.7,11.8,16.8,16.4
2012,28.0,56.9,4.9,58.0,7.4,29.0,65.5,29.5,37.4,7.9,14.9,16.9,63.4,24.8,12.2,17.3,17.6
2013,28.8,58.9,5.2,57.9,8.1,30.9,66.1,29.9,39.0,8.1,16.5,17.8,65.3,27.1,11.9,17.8,18.1
2014,29.2,59.2,5.4,57.6,8.3,31.7,66.3,31.0,40.0,8.5,16.7,19.0,65.7,28.2,12.1,18.3,18.4
2015,29.7,60.3,5.9,57.7,8.4,32.0,66.4,31.3,39.9,8.7,16.7,19.9,66.4,29.8,12.5,19.1,19.0
2016,30.1,62.1,6.3,57.1,8.9,32.4,66.4,31.6,40.5,8.7,16.7,20.2,68.5,30.7,12.9,20.0,19.1
2017,30.5,63.3,6.6,56.4,9.3,32.7,66.9,32.2,41.3,8.9,16.8,20.5,69.4,30.8,13.1,20.4,19.3
2018,30.8,64.5,7.1,56.5,9.3,32.8,67.7,32.5,40.5,9.1,16.2,20.7,71.2,31.1,13.4,20.8,20.2
2019,31.2,65.2,7.3,56.7,9.5,33.0,68.0,33.2,41.4,9.1,16.3,20.8,71.5,31.1,14.6,21.0,20.7
2020,31.4,65.8,7.7,57.1,9.2,33.2,68.5,33.5,41.5,9.2,16.4,21.5,71.7,31.2,13.6,21.2,20.8
2021,31.7,66.2,7.9,57.3,9.3,33.3,69.1,33.9,42.9,9.3,16.5,21.9,73.0,31.3,13.9,21.4,20.9
2022,32.3,67.0,8.7,57.4,9.9,33.7,70.5,34.2,43.3,9.3,17.3,22.8,74.7,31.7,14.2,22.1,20.9
2023,32.3,67.5,8.9,57.6,10.0,33.9,70.6,34.2,43.5,9.5,17.4,21.7,75.1,31.8,14.3,22.6,20.7
2024,32.5,67.8,9.1,57.6,10.0,34.2,70.9,34.4,44.0,9.5,17.4,22.0,75.6,31.9,14.5,22.9,21.0
