REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,1.38,2.13,1.96,2.65,6.58,14.59,7.77,13.84,35.33,33.86,25.75,33.21,39.07,46.24,20.01
Dolnośląskie,0.06,0.08,0.71,0.33,2.10,6.03,7.30,16.11,35.86,21.61,13.20,27.31,31.10,28.48,17.77
Kujawsko-Pomorskie,0.28,0.39,0.40,1.88,1.55,7.38,3.98,13.78,60.85,11.95,13.69,21.89,23.24,24.34,22.59
Lubelskie,1.65,9.79,6.10,1.71,29.07,69.61,5.18,17.15,139.58,95.03,34.62,56.00,93.05,75.75,22.44
Lubuskie,0.09,0.19,0.08,0.13,0.21,2.66,0.26,1.55,1.23,1.39,2.08,6.27,11.45,12.10,8.80
Łódzkie,2.68,6.41,3.44,1.18,6.14,21.23,4.82,11.03,24.74,19.11,22.75,28.82,39.04,108.36,20.72
Małopolskie,2.58,1.39,5.19,8.55,21.94,28.70,36.30,40.86,56.30,50.94,47.95,61.45,55.73,52.29,32.51
Mazowieckie,0.30,0.60,0.41,2.52,3.52,7.20,2.00,10.24,22.40,21.67,24.61,21.82,20.13,23.18,18.49
Opolskie,0.69,0.25,0.58,1.27,7.77,2.60,1.49,5.76,10.22,16.50,14.58,21.64,32.83,31.05,14.94
Podkarpackie,0.02,0.27,0.14,0.63,3.45,16.78,12.30,15.64,59.45,104.13,57.86,57.70,25.56,99.65,19.25
Podlaskie,0.02,1.47,0.84,1.20,13.09,23.66,1.06,6.94,23.03,37.30,17.98,28.65,72.02,54.48,22.95
Pomorskie,0.25,1.00,0.95,0.39,0.82,1.38,2.87,2.40,2.05,6.56,12.02,7.11,8.66,20.51,10.86
Śląskie,5.42,6.08,5.48,8.96,5.74,13.32,6.14,21.99,34.27,31.61,36.12,73.26,91.10,76.53,24.06
Świętokrzyskie,2.47,1.28,0.04,0.50,7.48,29.45,22.94,13.15,39.91,61.77,30.05,26.89,44.98,54.62,22.42
Warmińsko-Mazurskie,1.23,0.01,0.05,0.00,0.01,1.17,0.18,0.87,22.16,12.64,8.04,2.97,2.09,12.61,11.33
Wielkopolskie,0.10,0.21,0.34,0.36,0.60,2.11,1.86,3.76,6.29,26.58,13.42,12.71,22.89,31.30,21.10
Zachodniopomorskie,0.03,0.09,0.13,0.04,1.50,6.57,7.95,8.05,16.68,26.31,28.94,13.97,15.49,9.36,9.80
