REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,283,303,312,325,332,344,360,355,357,377
Dolnośląskie,,,,,,340,361,374,394,404,398,435,422,415,438
Kujawsko-Pomorskie,,,,,,284,287,306,320,332,350,362,357,357,373
Lubelskie,,,,,,180,196,207,222,234,253,265,256,257,278
Lubuskie,,,,,,328,346,360,361,380,391,408,398,409,441
Łódzkie,,,,,,263,275,285,319,333,351,364,356,356,375
Małopolskie,,,,,,236,289,297,316,317,329,343,337,346,366
Mazowieckie,,,,,,311,328,331,336,321,340,358,358,371,396
Opolskie,,,,,,279,296,317,327,339,387,397,382,384,418
Podkarpackie,,,,,,196,210,218,234,242,239,250,243,244,263
Podlaskie,,,,,,241,245,235,253,283,292,304,296,295,305
Pomorskie,,,,,,305,329,346,355,372,352,386,383,372,398
Śląskie,,,,,,332,355,352,367,376,402,409,393,390,409
Świętokrzyskie,,,,,,166,184,188,201,232,261,275,275,283,294
Warmińsko-Mazurskie,,,,,,271,302,295,308,306,311,325,320,309,329
Wielkopolskie,,,,,,308,326,343,351,355,357,370,381,390,401
Zachodniopomorskie,,,,,,337,355,374,377,391,388,409,412,401,423
