REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
POLSKA,28.1,27.6,31.6,22.6,26.9,26.6,30.2,30.8,35.5,40.4,41.9,47.5,55.4,58.5,61.0
DOLNOŚLĄSKIE,30.7,30.6,,21.9,30.8,27.0,27.1,30.2,37.1,45.9,47.4,54.7,63.8,61.5,68.1
KUJAWSKO-POMORSKIE,23.4,19.9,28.1,22.2,23.7,17.8,25.6,32.0,32.5,39.6,37.5,50.1,58.1,60.6,60.8
LUBELSKIE,23.7,23.5,26.6,16.8,24.4,25.1,28.5,26.7,31.2,31.9,36.8,35.9,52.4,52.8,55.7
LUBUSKIE,28.1,29.0,22.7,16.5,22.5,23.4,22.9,26.8,27.2,32.8,38.1,43.9,47.7,63.5,56.0
ŁÓDZKIE,28.9,24.2,32.0,25.1,26.1,24.3,26.5,29.3,32.3,40.2,38.2,43.2,51.3,57.3,60.3
MAŁOPOLSKIE,28.1,28.6,,25.6,29.5,29.8,34.8,29.4,37.8,34.9,39.5,47.8,55.5,61.8,56.0
MAZOWIECKIE,36.0,37.0,,29.4,34.1,33.1,36.4,34.5,41.9,45.7,52.4,55.3,59.7,65.5,67.2
OPOLSKIE,28.3,37.1,27.5,17.6,22.7,22.4,26.0,29.9,29.9,32.7,29.0,37.9,44.0,53.7,48.4
PODKARPACKIE,20.1,15.7,24.8,19.8,22.5,25.3,25.5,25.3,24.0,31.3,41.4,38.2,47.6,48.8,58.3
PODLASKIE,25.2,23.5,,19.3,22.4,27.0,27.9,24.7,36.3,41.1,36.7,42.8,44.7,49.0,56.9
POMORSKIE,34.8,35.4,31.7,,32.3,23.7,32.9,36.1,41.7,49.8,40.1,54.9,55.1,56.3,59.7
ŚLĄSKIE,27.6,29.6,31.3,25.1,27.0,29.4,36.7,32.9,39.4,50.3,44.4,47.7,59.8,68.5,67.3
ŚWIĘTOKRZYSKIE,14.7,14.4,19.0,14.6,20.8,15.6,22.6,26.5,32.9,33.8,33.8,41.6,45.2,45.9,49.4
WARMIŃSKO-MAZURSKIE,23.9,20.2,19.7,16.3,24.7,25.3,25.0,31.5,34.0,31.5,37.8,44.7,53.5,54.2,54.8
WIELKOPOLSKIE,28.0,26.5,29.0,19.7,20.7,24.8,27.1,30.9,33.9,35.3,40.2,49.6,58.2,55.1,64.3
ZACHODNIOPOMORSKIE,27.2,25.9,30.0,13.7,23.5,25.9,32.5,35.4,33.7,41.5,38.7,45.9,57.9,51.7,53.7
