REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,64.8,66.8,67.0,68.2,68.9,69.8,70.7,72.2,73.4,74.3,76.6,77.5,78.5,79.5,79.8
Dolnośląskie,59.0,60.3,60.5,60.8,62.0,62.6,63.0,63.8,65.8,67.0,69.9,70.5,71.3,69.0,69.9
Kujawsko-Pomorskie,65.5,67.7,69.5,70.5,71.9,73.3,75.4,78.2,80.5,83.2,84.2,86.4,89.3,91.4,93.7
Lubelskie,88.3,93.8,90.7,93.8,95.7,95.7,91.1,99.3,105.6,103.4,110.8,113.6,112.8,115.8,117.8
Lubuskie,71.0,72.0,71.7,73.2,75.0,74.7,75.8,77.3,78.5,79.2,87.5,82.6,83.2,84.4,84.2
Łódzkie,66.2,71.5,69.5,70.6,73.2,74.4,75.4,76.8,78.1,79.6,82.3,83.9,85.2,86.5,86.9
Małopolskie,62.8,64.2,65.1,64.9,65.4,66.3,67.1,69.9,69.0,70.1,69.6,70.5,71.3,72.1,71.6
Mazowieckie,60.2,61.9,62.5,63.0,63.9,64.7,65.8,67.4,68.2,69.0,69.1,70.4,71.4,72.8,73.2
Opolskie,76.3,76.4,77.0,77.6,78.1,78.8,79.5,80.6,81.5,81.1,83.8,86.6,87.3,88.4,88.8
Podkarpackie,65.6,67.1,69.0,70.3,71.7,72.6,73.9,74.6,76.0,77.2,79.6,80.8,82.3,82.9,79.6
Podlaskie,88.3,92.6,93.6,95.3,97.9,99.6,101.3,104.1,105.5,108.1,112.6,116.2,118.7,122.7,126.2
Pomorskie,49.9,49.6,50.2,51.3,51.5,52.8,52.9,54.3,55.1,56.1,57.6,57.9,58.7,59.7,59.8
Śląskie,42.3,44.3,42.8,46.9,44.2,44.4,44.8,45.0,45.2,46.1,48.2,47.8,48.1,48.6,48.9
Świętokrzyskie,84.8,89.6,91.7,92.4,95.1,97.8,99.9,102.9,105.4,107.5,111.8,113.6,115.6,118.3,118.4
Warmińsko-Mazurskie,80.7,82.7,83.1,83.1,84.9,86.0,86.1,87.5,89.2,90.4,94.5,95.5,97.9,100.2,101.8
Wielkopolskie,71.4,72.3,72.9,73.5,74.3,75.6,76.5,77.9,78.7,79.9,80.9,82.1,82.7,83.6,83.4
Zachodniopomorskie,71.5,71.4,71.9,72.4,72.9,74.3,73.8,74.7,75.1,75.2,81.0,80.0,80.9,82.1,81.4
