REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,6.6,7.1,7.8,7.9,8.3,8.7,9.2,9.4,9.4
Dolnośląskie,,,,,,,6.9,8.0,9.4,8.9,9.7,10.6,11.1,11.2,10.6
Kujawsko-Pomorskie,,,,,,,3.6,3.9,4.6,4.6,4.9,5.6,5.9,6.0,6.0
Lubelskie,,,,,,,4.6,4.7,5.0,6.0,6.2,6.2,6.8,7.4,7.2
Lubuskie,,,,,,,2.0,2.5,2.5,2.3,2.2,2.3,2.6,2.4,2.4
Łódzkie,,,,,,,5.3,5.0,5.5,6.5,7.0,6.7,6.9,6.8,6.6
Małopolskie,,,,,,,10.7,11.9,11.9,12.1,13.4,14.1,14.7,14.5,14.7
Mazowieckie,,,,,,,13.8,15.6,16.7,16.1,16.5,17.7,19.0,19.1,19.4
Opolskie,,,,,,,2.7,3.3,3.5,3.7,3.3,3.5,4.1,4.3,4.8
Podkarpackie,,,,,,,6.7,6.2,6.9,5.8,6.4,6.3,6.3,6.5,6.2
Podlaskie,,,,,,,3.5,3.9,4.3,4.4,4.6,4.6,4.5,4.5,4.3
Pomorskie,,,,,,,6.9,7.1,8.2,7.9,8.8,9.1,10.5,10.7,10.9
Śląskie,,,,,,,4.7,5.0,5.4,5.9,6.4,6.5,6.6,6.8,6.7
Świętokrzyskie,,,,,,,2.3,1.7,2.4,2.7,2.6,2.5,2.4,2.4,2.4
Warmińsko-Mazurskie,,,,,,,2.8,2.9,3.5,3.8,3.9,4.5,4.6,4.7,4.3
Wielkopolskie,,,,,,,4.7,4.8,5.1,5.3,5.4,5.6,5.9,6.2,6.2
Zachodniopomorskie,,,,,,,2.9,3.3,3.4,3.9,3.6,3.8,4.1,4.3,4.3
