REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,,,,22.6,14.1,15.7
Dolnośląskie,,,,,,,,,,,,,21.3,14.4,15.1
Kujawsko-Pomorskie,,,,,,,,,,,,,26.8,18.1,19.3
Lubelskie,,,,,,,,,,,,,17.6,11.1,14.7
Lubuskie,,,,,,,,,,,,,28.1,17.8,20.2
Łódzkie,,,,,,,,,,,,,16.6,10.4,11.7
Małopolskie,,,,,,,,,,,,,25.8,15.7,17.0
Mazowieckie,,,,,,,,,,,,,13.8,7.6,8.7
Opolskie,,,,,,,,,,,,,28.2,18.4,21.8
Podkarpackie,,,,,,,,,,,,,20.5,12.2,13.4
Podlaskie,,,,,,,,,,,,,16.9,10.6,12.3
Pomorskie,,,,,,,,,,,,,29.2,19.3,19.6
Śląskie,,,,,,,,,,,,,22.5,13.2,16.4
Świętokrzyskie,,,,,,,,,,,,,20.7,11.7,14.5
Warmińsko-Mazurskie,,,,,,,,,,,,,28.0,18.6,20.8
Wielkopolskie,,,,,,,,,,,,,30.8,19.8,21.7
Zachodniopomorskie,,,,,,,,,,,,,24.1,16.7,16.5
