REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,99.7,99.7,99.7,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.9,99.9,99.9,99.9,99.9
Dolnośląskie,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100.0
Kujawsko-Pomorskie,99.1,99.2,99.2,99.3,99.2,99.5,99.5,99.5,99.5,99.4,99.5,99.5,99.5,99.5,99.5
Lubelskie,98.5,98.5,98.4,98.4,98.4,97.8,97.8,98.1,98.4,97.8,97.5,97.8,98.2,97.8,97.8
Lubuskie,98.8,99.0,99.0,99.1,99.1,99.1,99.2,99.2,99.3,99.2,99.4,99.3,99.4,99.4,98.7
Łódzkie,99.9,99.9,99.9,99.9,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Małopolskie,99.5,99.5,99.4,99.5,99.5,99.6,99.7,99.7,99.7,99.7,99.8,99.8,99.8,99.8,99.8
Mazowieckie,99.6,99.7,99.7,99.7,99.7,99.8,99.8,99.8,99.9,99.9,99.9,99.9,99.7,99.7,99.6
Opolskie,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Podkarpackie,99.4,99.5,99.5,99.3,98.9,99.3,99.3,99.3,99.3,99.4,99.3,99.6,99.6,99.7,99.7
Podlaskie,98.8,99.0,98.9,99.0,98.9,99.0,99.1,99.2,99.1,98.7,98.9,99.1,99.3,99.5,99.4
Pomorskie,99.1,99.1,99.2,99.3,99.2,99.3,99.4,99.5,99.7,99.6,99.7,99.7,99.8,99.8,99.8
Śląskie,99.6,99.7,99.7,99.7,99.6,99.6,99.6,99.7,99.7,99.7,99.7,99.8,99.8,99.8,99.8
Świętokrzyskie,99.8,99.8,99.8,99.8,99.9,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
Warmińsko-Mazurskie,97.7,97.5,97.7,97.4,98.1,98.2,98.3,98.2,98.8,98.8,98.8,98.4,98.4,98.5,98.6
Wielkopolskie,99.6,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.8,99.8,99.7,99.5,99.7
Zachodniopomorskie,99.5,99.6,99.6,99.7,99.7,99.7,99.7,99.7,99.6,99.7,99.8,99.8,99.8,99.9,99.9
