REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,,,,,,
Dolnośląskie,23,29,35,41,44,44,47,49,49,52,52,52,52,52,52
Kujawsko-Pomorskie,23,31,40,52,55,65,72,79,83,88,93,95,95,101,103
Lubelskie,71,84,100,114,129,153,177,184,208,216,226,239,252,262,273
Lubuskie,11,11,14,25,35,44,62,67,79,81,84,84,84,84,84
Łódzkie,54,64,68,75,84,85,114,132,141,148,151,153,153,154,156
Małopolskie,41,50,66,106,134,164,181,203,218,220,224,231,232,232,232
Mazowieckie,34,43,49,65,73,88,100,119,132,149,154,162,164,166,170
Opolskie,47,52,52,55,61,62,62,62,62,64,69,74,77,79,82
Podkarpackie,93,99,110,153,172,202,213,219,228,240,246,248,249,254,256
Podlaskie,45,46,47,48,52,62,65,66,70,74,75,79,81,86,90
Pomorskie,106,127,134,136,158,173,174,177,178,179,182,183,184,186,187
Śląskie,111,123,131,136,137,138,138,144,145,145,145,145,146,146,146
Świętokrzyskie,40,54,54,62,70,70,87,92,92,94,94,94,95,96,96
Warmińsko-Mazurskie,21,21,24,25,25,25,27,31,34,43,48,48,48,47,47
Wielkopolskie,82,85,85,88,89,89,91,91,92,95,97,97,97,98,99
Zachodniopomorskie,10,13,16,25,29,35,39,45,53,54,56,56,56,57,59
