REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,3.3,4.0,4.7,5.2,5.5,5.2,4.6,4.0,3.9,4.0,4.1,4.2,4.0,4.5,4.6
Dolnośląskie,2.7,3.1,3.6,3.5,3.3,2.7,2.3,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.2
Kujawsko-Pomorskie,1.1,1.2,1.4,1.6,1.7,1.6,1.4,1.2,1.4,1.6,1.6,1.6,1.6,1.5,1.4
Lubelskie,6.4,6.8,7.4,7.9,8.3,7.7,7.0,6.5,6.9,7.9,8.2,8.4,8.1,8.4,8.1
Lubuskie,4.1,5.5,7.5,9.0,11.1,10.4,9.0,6.9,6.4,6.3,6.9,7.4,7.5,8.3,8.8
Łódzkie,0.9,1.2,1.3,1.6,1.7,1.6,1.5,1.4,1.5,1.6,1.8,1.8,1.8,2.0,2.0
Małopolskie,5.2,5.7,5.7,5.0,3.9,3.2,2.8,2.4,2.0,1.8,1.7,1.7,1.6,1.6,1.4
Mazowieckie,2.3,2.7,3.1,3.7,3.8,3.5,3.2,2.8,2.9,3.2,3.3,3.4,3.2,3.6,3.5
Opolskie,0.5,0.5,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5
Podkarpackie,7.6,8.1,8.0,7.4,6.4,5.3,4.8,4.3,4.4,4.4,4.3,4.2,3.9,3.7,3.4
Podlaskie,8.6,11.8,15.9,18.7,21.6,23.7,23.0,21.7,20.5,20.7,21.4,21.9,20.9,26.5,31.3
Pomorskie,1.5,2.0,2.6,2.8,3.1,2.8,2.5,2.1,1.9,1.9,1.9,1.9,1.8,1.9,2.0
Śląskie,0.3,0.4,0.4,0.4,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.3
Świętokrzyskie,7.2,7.9,8.5,8.5,7.4,6.4,5.6,4.9,4.6,4.5,4.4,4.5,4.2,4.2,3.8
Warmińsko-Mazurskie,6.8,9.9,14.9,18.0,22.1,24.2,22.5,20.0,19.0,18.8,19.7,19.7,18.2,21.4,21.5
Wielkopolskie,1.3,1.5,1.9,2.2,2.5,2.1,1.7,1.4,1.5,1.7,1.7,1.7,1.7,1.8,1.9
Zachodniopomorskie,7.6,9.3,12.7,15.5,18.2,16.6,13.3,10.2,9.1,9.3,10.3,10.6,10.9,12.4,13.7
