REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,10.5,9.0,9.8,8.1,8.6,8.1,10.6,8.6,10.2,7.7,15.5,9.3,17.2,,17.7
Dolnośląskie,12.4,7.9,11.5,8.7,8.9,10.0,9.5,7.9,9.7,7.7,14.0,10.2,17.2,,21.7
Kujawsko-Pomorskie,7.8,6.6,7.1,8.5,8.0,6.1,8.1,6.4,8.5,4.9,16.2,8.1,17.1,,15.9
Lubelskie,9.7,8.5,8.6,5.6,9.7,7.7,8.9,6.6,10.6,6.3,16.5,8.6,11.0,,16.1
Lubuskie,7.8,5.2,7.1,8.7,5.2,5.5,7.4,5.4,8.3,5.3,5.9,5.1,11.9,,9.6
Łódzkie,8.7,7.5,10.1,8.1,5.3,6.2,7.6,6.9,6.1,8.4,12.2,9.9,13.2,,15.7
Małopolskie,10.2,9.8,11.5,7.9,8.0,8.1,13.9,11.4,12.0,8.8,17.0,11.5,13.6,,16.3
Mazowieckie,12.2,9.4,12.6,10.3,10.9,10.5,13.2,12.1,15.3,9.2,19.2,12.5,21.8,,23.6
Opolskie,10.0,7.6,9.8,9.3,8.9,9.2,7.5,7.1,7.5,7.9,8.4,7.9,12.3,,20.9
Podkarpackie,12.3,11.2,9.7,9.8,11.0,11.4,22.5,9.3,13.2,13.6,17.5,13.8,29.2,,14.3
Podlaskie,9.9,7.1,10.0,9.4,9.3,8.3,8.7,5.2,8.6,6.8,16.1,7.1,14.2,,15.7
Pomorskie,9.8,9.0,7.1,6.7,7.4,6.7,8.9,9.2,11.1,7.6,18.7,8.7,17.7,,13.7
Śląskie,11.7,11.7,10.0,8.3,10.5,7.9,11.1,9.2,10.3,8.8,17.1,9.1,22.2,,19.7
Świętokrzyskie,8.4,6.4,9.4,6.5,8.4,5.5,7.3,8.1,6.4,6.7,9.1,6.2,9.3,,13.4
Warmińsko-Mazurskie,7.1,8.3,5.6,5.8,6.0,7.3,7.3,4.8,7.1,5.3,20.1,8.5,10.8,,13.4
Wielkopolskie,10.4,9.4,7.2,6.3,6.4,6.0,8.4,7.3,7.5,5.5,11.3,6.4,12.1,,13.3
Zachodniopomorskie,7.5,7.1,6.5,4.7,7.6,5.4,6.3,5.2,6.4,3.3,14.2,5.6,20.6,,12.5
