REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,94.8,96.8,97.9,98.3,99.3,98.9,100.0,100.0,99.6,99.6,99.6,99.6,99.6,99.6
Dolnośląskie,96.9,98.4,100.0,96.9,100.0,98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kujawsko-Pomorskie,87.5,93.9,93.9,94.4,97.1,97.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lubelskie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lubuskie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łódzkie,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Małopolskie,93.5,93.8,95.8,100.0,100.0,100.0,100.0,100.0,97.9,97.9,97.7,97.7,97.7,97.6
Mazowieckie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Opolskie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Podkarpackie,96.0,96.0,96.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Podlaskie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Pomorskie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Śląskie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Świętokrzyskie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Warmińsko-Mazurskie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Wielkopolskie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zachodniopomorskie,92.0,96.4,98.2,98.2,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
