year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,4559,290,551,233,128,199,377,449,194,219,101,272,380,215,145,474,332
2011,4218,224,515,200,125,181,304,384,178,221,94,291,370,211,142,489,289
2012,4021,246,491,186,114,178,272,382,163,202,84,251,333,212,124,492,291
2013,3978,233,511,156,122,169,276,392,141,192,95,261,343,206,141,481,259
2014,4076,259,483,150,139,175,283,446,153,177,95,252,356,199,125,499,285
2015,4150,249,485,141,165,213,278,422,149,164,110,276,371,207,150,516,254
2016,4144,239,467,139,137,219,292,456,137,152,96,301,346,216,120,560,267
2017,4607,226,461,140,175,246,319,570,158,169,119,332,405,236,139,609,303
2018,2703,122,333,91,85,144,186,292,71,110,86,212,203,149,76,390,153
2019,2074,106,257,68,61,107,135,242,55,80,67,153,165,89,57,294,138
2020,2079,113,237,56,42,101,145,285,58,98,64,150,180,93,59,276,122
2021,1779,103,226,50,48,94,133,219,54,75,49,126,187,77,45,207,86
2022,1584,98,211,44,45,65,125,203,40,57,48,130,142,77,54,176,69
2023,1539,89,223,52,52,72,110,189,35,45,36,150,131,62,37,160,96
2024,1690,104,208,53,63,77,127,218,42,57,49,172,171,61,40,165,83
