year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,29.1,26.3,30.1,32.2,23.9,29.7,29.7,34.6,24.0,37.4,34.0,24.0,23.6,30.7,28.1,24.1,26.3
2011,34.6,32.3,36.9,39.7,27.1,35.1,34.3,39.1,30.5,41.6,39.1,29.5,29.8,35.1,32.7,29.1,33.2
2012,35.4,31.9,37.4,41.2,28.4,37.0,34.8,39.6,31.4,41.7,41.0,31.2,31.3,36.8,34.4,29.0,33.7
2013,38.3,35.4,39.9,44.2,30.3,41.0,38.3,42.9,31.7,42.8,42.6,34.8,35.2,38.2,35.9,32.9,35.3
2014,41.6,39.0,42.2,46.4,34.3,44.4,41.5,45.9,37.0,44.9,46.4,38.8,39.1,41.9,39.5,37.0,37.1
2015,39.7,36.0,39.9,43.6,31.1,42.0,40.2,44.4,34.4,44.3,44.4,35.8,37.6,37.3,37.8,34.0,36.9
2016,40.7,36.7,41.9,45.4,33.1,43.1,39.9,45.4,37.3,45.2,46.0,35.6,37.9,37.7,38.9,35.0,36.5
2017,40.5,37.5,45.2,44.0,31.7,41.9,39.5,44.3,38.9,46.1,45.4,32.6,36.9,35.5,39.7,34.6,38.1
2018,39.6,37.2,44.1,43.5,32.4,40.9,39.9,42.6,36.3,45.4,43.3,31.6,36.5,36.7,37.2,30.9,37.6
2019,38.0,36.7,41.4,42.3,29.8,40.3,37.7,41.3,34.4,44.3,43.1,32.2,31.8,37.8,34.1,27.5,35.8
2020,39.7,37.0,43.8,45.8,29.7,42.3,36.8,43.4,38.9,46.4,44.8,34.0,32.1,43.6,37.2,31.3,37.5
2021,47.8,45.8,51.3,50.2,39.1,50.8,48.0,50.9,47.3,52.6,52.0,45.6,43.8,47.6,40.2,38.2,47.6
2022,40.5,39.1,42.1,44.7,29.9,43.0,39.6,44.0,41.4,47.8,45.0,35.3,34.9,41.0,34.6,29.4,41.3
2023,38.0,38.2,39.7,43.1,27.3,39.2,35.7,41.3,39.0,44.7,43.5,34.1,31.2,37.9,34.3,29.6,37.5
2024,37.9,37.0,40.5,41.9,27.0,39.9,35.3,41.2,39.5,44.8,44.9,34.0,30.1,38.7,34.7,29.8,37.4
