year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,7.1,7.7,4.7,6.6,2.3,5.8,8.3,15.3,4.7,3.4,4.5,6.4,4.9,4.9,5.2,6.5,5.5
2011,7.2,7.6,4.8,6.9,2.0,6.1,8.3,16.7,4.7,3.4,4.0,6.5,4.6,4.6,5.0,6.4,6.2
2012,6.8,7.0,4.6,6.4,1.7,5.4,7.5,16.6,4.4,3.1,3.6,6.0,4.0,4.4,5.1,5.8,5.6
2013,6.6,6.5,4.7,5.8,1.6,5.3,7.1,17.0,4.5,2.9,3.1,5.6,4.0,2.7,3.6,5.6,5.2
2014,6.1,6.5,4.8,5.4,1.6,4.6,6.3,15.8,4.5,2.4,2.7,5.6,3.9,2.6,2.9,5.3,4.4
2015,6.2,6.4,4.9,5.1,1.8,4.7,6.5,15.2,5.0,2.5,2.7,5.9,4.2,3.6,3.3,5.2,4.5
2016,6.4,6.5,5.1,5.3,1.7,4.9,6.6,16.3,4.8,2.4,2.7,6.0,4.5,3.9,3.3,5.2,3.8
2017,6.4,6.2,5.5,5.5,1.8,5.7,6.3,15.6,6.9,2.4,2.1,5.9,4.8,4.2,2.9,5.0,4.2
2018,6.4,6.5,5.5,6.1,1.4,5.4,6.1,15.8,6.3,2.0,3.5,5.7,4.7,4.1,2.6,4.6,4.1
2019,5.9,5.6,5.4,4.2,1.2,4.7,5.6,16.3,6.0,1.7,2.7,4.9,4.2,3.4,1.8,4.0,4.0
2020,5.8,5.4,3.0,6.9,1.0,3.2,5.0,18.1,5.6,1.7,1.9,4.4,3.3,2.5,1.5,3.6,4.2
2021,6.3,5.4,3.4,9.4,0.7,3.4,5.7,19.7,3.7,1.6,2.2,4.4,3.7,2.5,1.6,4.0,3.2
2022,5.9,4.5,3.4,9.1,0.6,3.9,5.3,18.2,3.7,1.3,1.7,3.8,3.7,3.0,1.4,3.9,2.6
2023,6.5,4.3,3.2,8.5,0.6,3.3,5.3,22.8,5.6,1.2,1.5,3.9,3.5,2.7,1.4,3.7,2.7
2024,6.5,4.5,3.2,7.5,0.7,3.4,5.6,22.0,9.9,1.5,1.5,3.7,3.8,3.2,1.6,4.0,2.4
