year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,100.0,10.0,3.9,3.9,0.9,6.6,9.7,21.9,2.2,2.6,1.7,6.3,13.6,1.5,1.9,9.8,3.6
2011,100.0,8.6,4.0,5.4,1.3,7.3,8.6,20.0,2.4,3.1,1.9,5.7,13.9,1.8,1.7,10.6,3.8
2012,100.0,10.4,3.9,4.6,1.1,7.5,9.5,22.1,1.9,2.3,1.8,5.5,13.1,1.6,1.9,9.7,3.1
2013,100.0,9.2,4.0,4.6,0.9,7.3,11.0,22.4,1.8,2.7,1.9,5.5,12.3,2.0,1.7,8.5,4.1
2014,100.0,11.2,2.9,5.5,0.7,6.0,8.7,23.1,1.9,2.8,1.8,5.2,14.2,2.1,1.3,7.5,4.9
2015,100.0,9.5,3.5,4.5,1.3,5.2,11.3,21.0,1.7,4.1,1.3,5.4,12.9,1.6,2.3,9.9,4.5
2016,100.0,7.9,4.0,4.2,1.6,7.2,9.4,19.9,1.8,5.4,2.6,5.0,11.5,1.5,2.3,11.0,4.9
2017,100.0,8.7,3.6,6.4,1.5,7.1,9.8,18.2,1.9,5.0,2.7,4.7,12.5,2.3,2.0,8.6,4.8
2018,100.0,8.8,3.2,7.2,3.3,5.5,10.5,18.0,1.4,4.8,3.3,4.9,12.4,1.5,1.6,8.8,4.7
2019,101.6,9.7,4.0,7.2,1.6,6.2,9.7,18.3,1.8,5.3,2.2,5.2,13.1,2.4,2.2,8.6,4.1
2020,100.0,7.9,4.3,6.5,1.6,7.1,9.2,18.3,2.0,6.2,2.4,5.6,13.4,2.1,1.7,8.3,3.3
2021,100.0,7.5,3.1,7.5,1.0,5.5,10.2,20.7,1.0,5.5,2.1,5.7,13.1,2.1,1.6,9.0,4.2
2022,100.0,5.4,3.2,10.1,1.4,7.1,10.6,16.9,2.7,6.7,2.2,5.2,11.8,2.0,1.4,8.2,5.0
2023,100.0,9.5,3.3,8.8,1.3,6.4,10.3,17.6,1.4,5.8,2.4,6.5,11.6,2.5,1.8,7.6,3.2
2024,100.0,7.1,3.4,7.7,1.4,7.5,10.5,21.4,1.9,3.5,2.2,5.5,13.1,1.4,1.3,7.9,4.2
