year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,123,139,104,136,73,131,145,153,108,98,124,105,105,100,99,135,115
2011,128,147,110,139,67,120,164,157,113,102,127,120,111,111,100,134,109
2012,126,142,111,131,65,115,167,160,117,95,122,128,105,110,104,128,101
2013,118,137,103,127,59,103,161,149,108,96,117,122,97,103,86,121,91
2014,110,126,95,114,51,96,156,145,97,91,101,114,91,81,79,114,85
2015,103,120,84,106,47,88,149,131,85,89,91,106,85,78,71,110,77
2016,95,115,78,97,42,77,144,124,74,85,79,101,74,64,64,98,70
2017,101,120,82,100,39,85,158,131,78,78,84,113,84,69,67,105,70
2018,85,104,69,89,31,75,128,113,61,70,75,93,68,57,58,88,56
2019,82,108,67,87,31,70,120,107,58,66,71,91,66,55,54,81,52
2020,77,99,61,83,31,63,107,101,54,64,68,86,63,46,54,80,49
2021,78,103,63,86,29,67,110,105,57,63,64,86,64,45,51,80,50
2022,77,100,60,87,29,66,108,101,59,64,61,85,66,42,48,80,49
2023,78,101,64,85,30,68,107,102,54,60,65,89,67,46,45,78,46
2024,78,98,62,86,28,68,107,107,54,58,63,88,69,42,45,78,46
