year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.050,0.061,0.049,0.029,0.023,0.061,0.097,0.058,0.054,0.044,0.024,0.057,0.208,0.033,0.024,0.026,0.032
2011,0.051,0.061,0.054,0.030,0.023,0.063,0.094,0.059,0.051,0.037,0.025,0.059,0.214,0.035,0.023,0.026,0.032
2012,0.051,0.058,0.058,0.031,0.023,0.065,0.095,0.061,0.048,0.037,0.025,0.060,0.217,0.034,0.024,0.027,0.032
2013,0.051,0.058,0.065,0.032,0.024,0.064,0.092,0.062,0.049,0.037,0.025,0.061,0.189,0.034,0.024,0.036,0.030
2014,0.050,0.061,0.059,0.032,0.025,0.063,0.090,0.057,0.049,0.034,0.026,0.062,0.184,0.035,0.024,0.037,0.030
2015,0.051,0.060,0.058,0.032,0.026,0.063,0.090,0.061,0.046,0.033,0.026,0.063,0.190,0.040,0.024,0.035,0.030
2016,0.050,0.058,0.056,0.031,0.026,0.062,0.090,0.060,0.043,0.035,0.025,0.061,0.187,0.037,0.024,0.032,0.035
2017,0.052,0.059,0.057,0.033,0.026,0.080,0.091,0.063,0.044,0.036,0.027,0.063,0.197,0.040,0.025,0.034,0.030
2018,0.052,0.059,0.057,0.033,0.026,0.066,0.093,0.063,0.049,0.037,0.027,0.064,0.194,0.037,0.025,0.035,0.031
2019,0.052,0.059,0.057,0.033,0.027,0.066,0.094,0.063,0.048,0.038,0.027,0.065,0.194,0.037,0.026,0.035,0.031
2020,0.053,0.059,0.057,0.033,0.026,0.068,0.095,0.064,0.047,0.038,0.027,0.068,0.197,0.037,0.027,0.035,0.031
2021,0.053,0.060,0.058,0.033,0.027,0.068,0.090,0.064,0.046,0.038,0.026,0.068,0.198,0.037,0.027,0.035,0.031
2022,0.053,0.059,0.058,0.033,0.027,0.069,0.089,0.065,0.047,0.039,0.027,0.072,0.199,0.039,0.027,0.036,0.032
2023,0.054,0.059,0.059,0.033,0.028,0.069,0.091,0.065,0.047,0.038,0.027,0.070,0.198,0.039,0.027,0.035,0.032
2024,0.054,0.061,0.060,0.033,0.028,0.069,0.091,0.066,0.044,0.037,0.028,0.071,0.201,0.039,0.027,0.035,0.032
