REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,39.8,37.6,33.9,43.4,47.9,39.0,68.4,53.0,55.1,55.9,89.6,,,78.4
Dolnośląskie,74.1,56.0,62.6,69.2,86.8,55.5,86.1,87.2,86.4,77.9,137.4,,,111.1
Kujawsko-Pomorskie,48.2,60.6,48.3,55.0,63.1,67.6,78.4,126.9,88.6,49.5,110.6,,,79.6
Lubelskie,27.4,40.7,26.9,60.3,34.7,24.2,43.0,50.0,68.6,71.8,87.7,,,78.0
Lubuskie,38.9,32.5,38.6,24.0,44.7,29.2,48.7,32.3,41.2,24.5,65.8,,,39.1
Łódzkie,30.1,29.5,20.2,41.4,39.8,32.0,42.8,44.9,31.3,50.1,95.9,,,99.8
Małopolskie,12.9,13.7,8.3,10.6,26.5,9.5,16.4,23.1,34.4,26.8,51.6,,,52.8
Mazowieckie,23.6,24.1,15.3,29.6,33.0,17.8,39.7,32.7,46.4,116.7,70.7,,,81.9
Opolskie,103.9,100.0,70.3,97.7,97.0,94.3,136.6,96.4,118.6,124.5,146.0,,,147.4
Podkarpackie,17.0,14.1,7.5,21.0,18.9,19.7,21.5,30.8,40.3,14.9,69.8,,,85.4
Podlaskie,14.4,14.5,12.6,7.9,21.2,20.4,16.6,35.6,21.4,10.4,65.8,,,57.1
Pomorskie,61.5,49.1,39.0,66.9,64.6,46.7,61.7,46.4,74.5,31.7,99.6,,,71.9
Śląskie,42.0,32.0,37.5,53.1,51.0,22.2,50.5,42.3,57.9,37.6,80.3,,,71.3
Świętokrzyskie,10.1,4.4,8.0,22.9,16.5,20.9,21.3,28.3,35.9,14.8,50.3,,,47.0
Warmińsko-Mazurskie,42.0,36.4,36.4,46.0,43.8,29.4,45.5,48.9,37.2,49.5,84.6,,,78.5
Wielkopolskie,45.7,41.0,59.4,41.2,53.8,66.9,208.7,42.7,60.8,35.3,95.6,,,66.9
Zachodniopomorskie,69.2,59.0,46.9,54.2,85.6,59.3,64.9,76.7,44.0,57.8,108.7,,,76.9
