year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,4.4,5.4,2.1,3.7,1.9,3.5,4.4,6.0,2.0,4.5,3.7,5.0,4.0,3.7,1.9,4.6,3.0
2011,3.5,1.6,1.7,3.6,1.4,3.1,3.7,3.9,2.1,3.6,2.3,4.0,4.6,2.4,3.4,4.3,2.4
2012,3.8,3.8,2.4,4.6,2.2,4.0,5.5,5.5,1.4,2.8,1.4,3.5,2.3,3.1,1.4,3.1,1.6
2013,2.9,2.6,4.5,1.3,2.6,2.9,1.5,4.9,2.4,3.5,2.9,2.8,3.0,0.9,1.7,1.5,1.5
2014,3.0,2.3,3.2,3.0,1.1,1.4,3.4,4.6,1.6,4.2,3.8,2.1,3.1,3.0,1.9,1.6,2.8
2015,2.6,3.2,1.2,1.5,1.8,1.7,2.4,4.8,1.7,3.0,1.0,2.4,1.9,1.2,2.0,1.5,1.1
2016,3.9,3.3,2.3,1.7,1.8,1.7,4.9,5.7,0.6,12.9,2.4,3.5,3.2,2.6,2.3,3.2,1.4
2017,2.8,2.2,1.2,0.5,1.6,2.9,3.3,4.5,0.5,3.3,0.5,4.3,3.1,1.7,1.1,1.7,0.3
2018,3.6,3.7,2.9,3.3,2.4,1.3,4.4,5.9,1.1,3.0,2.9,6.2,2.4,0.9,1.5,2.8,2.5
2019,2.6,2.5,0.7,0.8,1.2,3.9,4.0,3.4,1.3,5.7,0.7,3.7,2.6,1.2,2.3,1.1,0.3
2020,6.9,4.8,9.1,5.4,0.7,5.5,7.3,10.4,1.9,8.5,1.8,8.9,7.0,2.3,13.4,3.5,5.6
2021,3.3,3.9,2.9,2.2,1.9,5.9,3.3,4.5,0.2,4.5,1.5,4.1,3.0,1.0,4.4,2.0,0.9
2022,8.1,7.3,5.4,2.6,4.1,6.3,6.4,10.9,2.6,17.6,2.7,8.2,12.3,3.5,4.8,3.6,14.1
2023,,,,,,,,,,,,,,,,,
2024,8.0,11.3,8.9,3.8,1.8,6.4,8.4,12.3,6.7,5.0,1.8,4.4,8.5,5.9,3.9,5.3,3.3
