year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,13,16,14,10,17,14,12,13,13,11,10,13,15,11,13,12,14
2019,13,15,12,11,14,14,15,13,13,14,9,13,15,13,13,12,13
2020,15,17,14,13,18,15,14,16,19,17,14,14,16,14,14,14,16
2021,15,15,17,13,16,18,15,15,18,13,13,14,16,14,17,15,16
2022,16,16,19,14,21,15,14,16,17,14,15,15,17,15,19,15,20
2023,13,14,14,11,15,11,12,13,13,12,11,13,15,11,15,12,15
2024,15,19,14,12,16,13,14,14,18,13,12,13,19,14,15,13,14
