REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,249.4,249.2,256.3,256.9,260.7,274.3,275.7,278.3,284.5,283.2,284.7,268.1,280.1,289.7
Dolnośląskie,256.4,264.0,276.7,268.2,282.5,297.3,300.9,309.3,311.8,310.8,310.2,273.5,294.0,296.9
Kujawsko-Pomorskie,278.8,261.7,274.3,266.7,275.9,270.7,292.2,299.3,309.6,309.5,322.3,288.2,304.9,319.4
Lubelskie,224.4,226.5,228.3,237.7,238.2,253.5,249.6,258.2,256.9,248.7,260.5,259.7,266.6,284.1
Lubuskie,239.9,247.0,251.5,250.8,250.6,257.4,269.0,278.4,277.2,288.2,288.7,247.2,262.9,285.9
Łódzkie,281.7,282.2,283.8,289.8,291.5,314.0,305.8,309.2,316.3,312.0,309.4,293.1,306.0,316.4
Małopolskie,232.1,230.6,236.1,235.9,240.8,261.6,255.3,249.8,256.9,256.0,257.3,251.3,266.5,271.9
Mazowieckie,251.0,250.8,252.3,255.9,262.0,275.0,275.4,277.3,278.2,277.2,274.7,248.2,266.8,277.3
Opolskie,241.1,251.0,264.3,263.9,263.0,254.2,210.6,261.5,284.3,286.9,288.7,282.4,300.6,302.4
Podkarpackie,199.5,197.5,203.4,201.9,200.3,214.7,231.8,227.9,235.7,236.9,240.6,228.6,224.0,228.7
Podlaskie,232.3,237.4,237.7,246.1,235.5,259.5,250.3,247.0,259.4,257.9,257.4,245.9,257.1,267.0
Pomorskie,250.9,251.4,256.2,253.2,262.9,271.3,272.2,266.1,274.6,270.1,255.2,256.3,274.0,276.2
Śląskie,271.0,271.0,283.6,286.0,289.5,302.7,306.0,313.3,315.8,313.1,323.0,304.2,315.1,329.6
Świętokrzyskie,242.7,243.8,266.8,255.9,251.3,277.6,287.8,269.9,272.6,272.7,281.7,294.3,312.9,315.0
Warmińsko-Mazurskie,244.8,237.8,253.6,261.6,248.6,278.4,282.7,267.8,281.9,286.1,284.3,271.1,276.2,265.7
Wielkopolskie,243.6,243.4,244.0,244.5,252.8,261.2,268.4,272.5,285.7,281.3,283.5,261.2,263.4,279.6
Zachodniopomorskie,259.1,256.4,267.9,271.0,273.3,284.5,280.9,284.8,291.8,296.3,293.4,293.2,293.4,314.3
