REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,67.9,68.7,67.8,67.0,65.2,64.7,66.5,71.7,73.4,73.1,73.3,71.2,71.1,71.5,69.8
Dolnośląskie,67.8,68.1,67.2,67.0,61.6,60.3,60.7,64.1,65.4,66.3,65.5,65.3,63.0,65.0,62.5
Kujawsko-Pomorskie,66.3,70.2,69.4,68.2,67.8,66.2,68.6,74.1,78.5,74.1,74.3,74.3,77.2,79.1,76.5
Lubelskie,72.5,73.9,73.1,70.9,72.2,71.0,72.9,77.4,82.4,83.0,81.3,80.1,75.5,79.7,76.3
Lubuskie,76.1,77.7,74.9,73.1,71.9,71.2,69.5,73.7,74.8,72.3,70.3,72.2,67.8,71.0,68.4
Łódzkie,65.5,65.8,62.5,62.9,58.7,58.8,61.8,65.9,67.9,69.3,69.5,70.1,65.2,69.4,65.3
Małopolskie,66.1,68.1,68.0,63.6,63.9,67.1,72.9,79.4,79.4,79.2,78.2,75.8,74.8,75.3,78.0
Mazowieckie,59.9,61.1,60.4,59.0,54.7,53.8,56.0,60.0,64.6,62.7,64.7,63.6,62.7,62.6,61.8
Opolskie,73.0,73.5,71.0,70.2,68.7,65.8,65.5,74.1,72.4,71.3,72.6,70.2,68.8,70.7,68.3
Podkarpackie,73.3,73.8,72.2,71.4,69.7,71.6,69.3,79.9,76.7,77.2,80.4,75.3,68.1,71.5,68.0
Podlaskie,69.0,70.3,70.1,69.0,65.6,65.4,69.8,73.5,75.4,75.4,79.7,76.7,80.4,79.1,73.6
Pomorskie,70.6,65.4,60.2,63.0,62.2,59.1,61.9,65.3,67.5,68.2,66.9,62.5,65.2,68.4,66.9
Śląskie,63.6,64.4,66.3,67.7,68.7,68.4,70.6,77.6,77.7,76.8,79.3,75.3,80.0,76.8,73.7
Świętokrzyskie,78.4,79.9,77.4,75.1,72.3,76.4,74.3,79.9,80.6,80.2,82.3,77.5,75.5,75.8,72.0
Warmińsko-Mazurskie,71.6,72.1,71.8,67.5,68.4,64.9,67.2,71.5,75.3,75.5,75.3,72.5,74.9,75.9,76.5
Wielkopolskie,73.3,75.2,74.8,74.0,71.8,70.3,71.6,74.6,76.9,75.8,76.0,73.3,72.3,72.5,72.5
Zachodniopomorskie,70.7,71.1,70.7,69.6,67.4,69.9,71.3,73.7,76.0,81.4,73.1,74.8,71.5,71.4,68.0
