REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,4.6,4.8,4.4,4.0,3.9,5.9,8.3,9.7,9.8,9.9,11.5,13.3,15.8,13.3
Dolnośląskie,7.0,7.1,9.8,1.4,3.1,8.5,8.6,9.6,11.7,14.8,17.7,13.3,13.9,13.4
Kujawsko-Pomorskie,4.3,0.4,0.1,0.0,0.2,0.3,15.8,18.5,18.3,16.5,17.5,17.6,25.5,27.3
Lubelskie,1.3,0.4,0.8,3.1,2.9,4.0,0.1,3.4,0.8,0.8,1.1,12.8,14.1,5.8
Lubuskie,0.6,0.5,4.3,0.7,0.1,1.7,7.5,5.5,6.1,6.7,7.2,17.2,23.9,14.6
Łódzkie,7.4,8.5,8.2,8.6,9.4,10.1,10.4,10.7,10.9,11.4,9.7,13.0,11.0,12.6
Małopolskie,3.9,5.0,5.8,4.9,4.8,5.3,6.4,6.0,7.2,5.7,7.2,8.8,17.4,11.4
Mazowieckie,1.6,0.9,0.7,0.6,0.6,1.3,5.6,8.1,7.0,5.9,8.9,13.8,16.6,15.2
Opolskie,0.4,0.2,0.3,0.2,0.2,0.2,0.4,4.8,5.3,0.2,1.8,26.5,29.4,19.6
Podkarpackie,0.3,0.3,0.0,0.0,0.1,0.0,9.0,14.5,13.1,12.1,13.9,14.6,18.0,11.1
Podlaskie,6.3,6.7,7.3,8.3,8.8,11.3,11.9,10.5,12.7,11.3,13.5,10.8,14.6,11.8
Pomorskie,9.0,9.1,9.5,8.7,8.6,12.1,14.7,14.2,15.6,17.0,20.3,22.5,17.2,18.7
Śląskie,10.6,9.5,6.9,7.6,7.9,9.5,9.1,9.6,10.0,10.3,12.0,6.9,6.4,5.7
Świętokrzyskie,0.5,1.8,4.3,1.7,0.1,0.2,0.2,2.8,0.4,0.1,0.3,11.2,17.5,14.6
Warmińsko-Mazurskie,5.8,10.5,12.5,17.1,9.6,17.0,22.7,22.9,17.6,23.6,25.5,22.5,20.1,15.0
Wielkopolskie,3.5,6.9,0.3,1.6,1.6,7.8,7.7,8.9,8.1,9.4,11.5,8.6,9.7,9.1
Zachodniopomorskie,3.4,2.7,2.8,2.3,2.6,2.5,4.7,6.2,13.3,13.8,12.5,14.6,26.0,22.7
