year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,2.9,11.5,1.1,2.2,0.9,2.4,1.8,1.1,0.8,0.5,0.6,0.8,7.7,1.5,0.7,1.5,3.5
2011,3.2,12.0,1.2,2.4,1.1,3.1,2.0,1.4,1.0,1.0,0.6,1.1,7.6,1.5,0.6,1.7,4.4
2012,3.2,11.8,1.1,2.9,0.9,3.2,2.0,1.1,0.9,0.7,1.2,1.3,8.0,1.8,0.6,1.7,3.1
2013,3.4,11.9,2.2,3.2,1.0,3.6,1.9,1.3,1.5,0.8,1.5,0.9,8.4,3.5,0.8,1.6,2.6
2014,3.4,11.9,1.7,3.1,0.9,4.0,1.8,1.3,1.8,0.5,1.1,1.0,8.5,3.8,0.9,1.7,2.8
2015,3.4,12.2,1.6,3.2,0.6,4.4,1.8,1.1,1.7,1.1,0.7,0.7,8.0,5.7,0.7,1.7,2.9
2016,3.3,12.3,1.5,3.8,0.5,4.4,1.4,1.0,1.7,0.7,0.6,0.9,7.4,5.6,1.6,1.7,2.9
2017,3.0,12.1,0.9,3.0,0.6,2.8,1.7,1.0,1.7,0.4,0.9,0.7,7.0,3.5,0.7,1.2,3.0
2018,3.0,11.7,0.9,3.5,0.6,4.0,1.9,1.1,1.8,0.4,0.7,0.9,6.3,4.0,0.5,1.1,3.3
2019,3.0,11.8,0.8,3.3,0.6,3.4,1.9,1.1,2.0,0.4,0.4,0.4,6.7,4.1,0.7,1.0,3.4
2020,2.9,11.4,0.8,2.8,0.7,3.0,1.5,1.1,1.5,0.5,2.0,0.8,6.2,3.8,1.8,0.9,3.0
2021,2.8,12.1,0.8,2.7,0.6,3.2,1.3,1.1,1.2,0.3,0.8,0.8,6.3,4.3,0.8,0.9,3.0
2022,3.0,12.4,0.8,2.7,0.8,4.0,1.4,1.4,1.6,0.4,0.6,0.9,6.7,4.0,1.2,0.8,3.4
2023,2.9,12.2,0.8,3.0,0.7,2.6,1.3,1.3,1.7,0.4,0.6,0.8,6.9,4.4,0.9,0.7,2.7
2024,2.7,12.1,0.7,2.9,0.7,2.6,1.2,0.7,1.3,0.4,1.0,1.0,6.4,4.5,0.8,0.6,2.7
