REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,1798,1936,1952,2015,1956,1908,1879,1914,1941,1928,1809,1836,2256,2180,2183
Dolnośląskie,129,150,156,155,162,157,159,170,171,166,162,159,227,214,220
Kujawsko-Pomorskie,77,74,80,96,93,92,92,103,111,110,101,101,112,110,107
Lubelskie,90,89,94,99,90,85,79,77,78,76,74,73,86,77,81
Lubuskie,58,60,60,62,58,56,55,56,55,56,51,54,64,58,64
Łódzkie,98,112,111,105,107,108,111,110,118,127,112,116,150,132,130
Małopolskie,132,144,146,145,140,141,139,142,148,130,125,129,154,151,147
Mazowieckie,188,198,181,174,176,170,165,165,167,168,158,160,222,215,249
Opolskie,50,56,63,69,76,82,83,83,88,86,82,84,93,91,96
Podkarpackie,98,111,103,111,113,114,114,114,111,118,107,98,110,103,94
Podlaskie,58,60,61,71,60,60,53,54,53,53,51,60,68,61,75
Pomorskie,118,128,119,124,123,98,103,101,97,94,92,97,124,123,139
Śląskie,247,272,286,286,281,272,271,284,287,295,278,298,351,384,348
Świętokrzyskie,64,62,65,79,72,80,76,76,86,87,78,79,85,82,75
Warmińsko-Mazurskie,74,76,75,86,73,76,75,75,73,79,77,77,93,90,78
Wielkopolskie,242,256,263,260,242,240,232,232,232,211,194,187,232,217,201
Zachodniopomorskie,76,88,89,93,90,77,72,72,66,72,67,64,85,72,79
