REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,3749.1,3831.7,3851.6,3891.1,3923.6,4008.5,4140.7,4234.7,4343.5,4316.1,4235.3,4490.6,4481.8,4266.8,4420.4
Dolnośląskie,4291.0,4401.7,4500.1,4480.8,4497.2,4594.0,4676.1,4760.0,4853.1,4937.3,4763.5,5280.0,5428.3,5140.9,5156.8
Kujawsko-Pomorskie,3526.4,3663.8,3614.8,3565.5,3600.5,3769.0,3963.7,4018.3,4114.5,4071.7,4139.2,4193.4,4266.1,4067.3,4194.1
Lubelskie,2395.6,2435.7,2560.9,2587.5,2683.3,2757.8,2822.3,2934.7,2993.5,2901.4,2936.4,3123.2,2914.2,2747.9,2945.2
Lubuskie,3216.3,3142.2,3242.4,3278.6,3397.0,3551.8,3847.2,3820.7,3903.2,3922.5,4084.2,4105.6,3999.3,3863.7,3880.1
Łódzkie,4331.7,4637.9,4370.9,4692.6,4705.4,4884.9,4958.7,5080.5,5477.4,5246.1,4882.8,5373.4,5379.6,4978.3,6148.1
Małopolskie,3651.5,3809.6,3769.1,3735.1,3679.6,3693.3,3845.7,3983.0,4008.4,3933.3,3750.4,3921.7,3930.2,3707.6,3739.8
Mazowieckie,4218.7,4164.5,4255.8,4441.6,4544.6,4661.9,4859.0,4941.9,5190.4,5233.3,5295.2,5468.4,5474.1,4980.8,5131.9
Opolskie,4941.8,4404.6,4818.8,4870.5,5039.7,5003.0,5222.4,5313.8,5676.6,5837.4,5910.0,6374.8,6094.9,5909.9,5900.3
Podkarpackie,2349.7,2416.0,2380.3,2479.7,2415.5,2496.6,2568.1,2596.4,2681.1,2657.5,2605.7,2741.7,2719.6,2677.2,2697.5
Podlaskie,2228.6,2239.0,2338.4,2318.1,2367.6,2389.8,2495.3,2549.5,2733.7,2748.8,2824.7,2985.9,2980.2,2797.8,2948.0
Pomorskie,3439.2,3376.4,3584.2,3443.2,3460.3,3488.3,3635.3,3636.9,3627.1,3789.4,3727.3,3780.0,3841.3,3884.6,3933.5
Śląskie,5452.7,5730.0,5661.3,5639.2,5579.9,5681.2,5723.0,5785.6,6015.8,5846.4,5693.0,6212.1,6236.9,6153.2,6003.6
Świętokrzyskie,3741.8,4029.4,3858.7,3731.9,3790.4,3862.6,4085.7,4180.4,4446.9,4257.8,3973.0,4426.2,4363.2,4115.0,4146.0
Warmińsko-Mazurskie,2380.0,2384.0,2416.1,2445.9,2482.7,2513.8,2700.6,2731.6,2797.8,2822.0,2654.4,2715.5,2753.5,2588.1,2708.3
Wielkopolskie,3231.2,3208.8,3238.7,3298.5,3401.8,3479.7,3616.1,3962.8,3633.1,3686.8,3502.7,3628.2,3628.3,3493.6,3838.8
Zachodniopomorskie,3133.3,3428.8,3430.3,3437.7,3481.3,3541.7,3660.1,3641.7,3667.2,3569.8,3644.6,4002.4,3785.4,3632.2,3818.2
