REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0
Dolnośląskie,101.2,100.0,100.0,100.0,97.2,98.7,97.5,96.9,96.7,97.8,97.7,96.1,95.7,,98.2
Kujawsko-Pomorskie,102.5,100.0,100.0,101.2,100.0,98.7,100.0,99.4,98.1,97.3,96.5,94.1,97.3,,98.5
Lubelskie,98.8,98.7,100.0,98.8,98.6,98.7,100.0,99.1,99.5,99.5,96.8,98.1,98.6,,98.8
Lubuskie,101.2,102.7,102.5,102.5,104.2,102.7,103.8,101.7,100.0,98.8,97.6,96.9,98.7,,98.8
Łódzkie,101.2,101.3,100.0,100.0,100.0,100.0,101.3,101.3,99.5,99.2,98.0,97.7,98.5,,99.2
Małopolskie,102.5,102.7,102.5,103.7,102.8,104.0,103.8,105.2,104.4,105.3,105.3,104.8,105.0,,103.5
Mazowieckie,101.2,101.3,101.2,100.0,100.0,101.3,103.8,102.3,101.9,101.7,103.7,106.3,104.6,,101.7
Opolskie,101.2,100.0,100.0,100.0,98.6,101.3,100.0,98.8,98.4,99.8,99.5,97.8,97.8,,96.3
Podkarpackie,100.0,100.0,100.0,100.0,100.0,101.3,101.3,99.2,101.1,100.6,101.6,100.3,100.8,,100.0
Podlaskie,100.0,102.7,102.5,101.2,102.8,101.3,102.5,102.4,101.9,104.1,102.4,109.4,97.4,,98.0
Pomorskie,101.2,100.0,100.0,100.0,100.0,98.7,100.0,99.5,97.1,97.6,97.3,96.0,97.6,,98.8
Śląskie,101.2,101.3,101.2,101.2,100.0,102.7,98.7,98.5,99.4,99.1,99.6,97.7,99.4,,100.2
Świętokrzyskie,98.8,101.3,97.5,97.5,100.0,101.3,101.3,99.8,100.4,99.2,99.2,100.0,99.6,,102.0
Warmińsko-Mazurskie,98.8,97.3,97.5,98.8,95.8,96.0,96.2,94.4,97.1,96.0,93.4,96.1,96.7,,100.4
Wielkopolskie,100.0,100.0,100.0,100.0,98.6,98.7,98.7,99.4,99.5,100.0,99.9,99.6,99.5,,98.7
Zachodniopomorskie,98.8,97.3,97.5,97.5,94.4,94.6,96.2,94.5,96.4,95.7,95.7,94.0,96.8,,98.3
