REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,2631.9,2632.8,2633.3,2640.5,2641.8,2647.4,2645.4,2647.6,2650.9,2633.3,2653.4,2666.8,2678.0,2685.0,2699.5
Dolnośląskie,1267.9,1272.1,1273.1,1275.3,1275.9,1277.9,1279.4,1279.9,1280.6,1281.1,1276.1,1280.9,1285.6,1290.2,1297.2
Kujawsko-Pomorskie,2721.3,2722.0,2724.6,2730.4,2733.7,2738.7,2741.9,2734.7,2803.4,2794.7,2853.2,2872.2,2885.7,2897.5,2913.0
Lubelskie,2616.4,2624.5,2632.8,2644.0,2655.3,2671.0,2679.4,2684.2,2691.3,2703.7,2771.6,2796.8,2816.9,2835.9,2836.0
Lubuskie,5315.5,5320.5,5310.2,5318.4,5340.9,5331.8,5232.1,5313.1,5289.6,5172.0,5262.3,5305.4,5349.0,5376.2,5404.8
Łódzkie,1403.5,1409.6,1415.4,1423.7,1428.8,1434.9,1441.1,1447.3,1442.6,1450.1,1473.6,1486.3,1497.4,1507.6,1518.5
Małopolskie,2368.4,2361.5,2357.9,2353.1,2347.7,2385.7,2378.4,2372.4,2365.8,2358.4,2344.2,2350.8,2351.9,2351.7,2359.8
Mazowieckie,2003.5,1996.8,1990.9,1985.2,1978.6,1973.7,1968.8,1962.1,1955.0,1950.5,1917.7,1917.4,1917.9,1914.7,1934.1
Opolskie,2519.2,2527.4,2536.8,2551.5,2560.6,2572.7,2623.0,2624.3,2630.8,2641.3,2715.3,2736.1,2753.9,2771.2,2793.4
Podkarpackie,3748.4,3747.1,3744.9,3759.7,3760.6,3765.8,3766.0,3763.2,3763.6,3766.8,3822.4,3841.1,3855.4,3869.7,3882.0
Podlaskie,5364.3,5375.9,5389.1,5406.8,5411.9,5403.0,5383.7,5393.1,5407.4,5420.3,5519.5,5557.3,5585.9,5611.1,5639.0
Pomorskie,2628.3,2619.7,2612.3,2604.6,2599.0,2592.6,2583.8,2571.6,2580.3,2566.7,2554.1,2562.0,2562.8,2565.2,2584.2
Śląskie,589.4,590.5,592.7,594.9,596.7,598.9,596.3,597.6,599.8,603.3,617.7,623.1,627.8,603.0,607.6
Świętokrzyskie,5892.6,5912.2,5931.3,5996.2,6032.1,6058.4,6040.8,6104.4,6133.3,6162.4,6339.0,6402.4,6454.8,6508.1,6567.3
Warmińsko-Mazurskie,7746.4,7775.3,7785.6,7806.2,7822.3,7845.7,7863.1,7879.4,7897.2,7929.5,8142.5,8207.1,8267.2,8326.8,8384.8
Wielkopolskie,2751.7,2744.4,2738.9,2721.6,2718.4,2716.4,2711.2,2702.9,2699.1,2524.2,2516.2,2521.2,2529.2,2533.5,2539.2
Zachodniopomorskie,2798.7,2800.5,2803.4,2890.7,2879.1,2887.9,2928.3,2931.6,2929.5,2947.1,3003.3,3023.5,3040.0,3081.0,3102.6
