year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,2631.9,1267.9,2721.3,2616.4,5315.5,1403.5,2368.4,2003.5,2519.2,3748.4,5364.3,2628.3,589.4,5892.6,7746.4,2751.7,2798.7
2011,2632.8,1272.1,2722.0,2624.5,5320.5,1409.6,2361.5,1996.8,2527.4,3747.1,5375.9,2619.7,590.5,5912.2,7775.3,2744.4,2800.5
2012,2633.3,1273.1,2724.6,2632.8,5310.2,1415.4,2357.9,1990.9,2536.8,3744.9,5389.1,2612.3,592.7,5931.3,7785.6,2738.9,2803.4
2013,2640.5,1275.3,2730.4,2644.0,5318.4,1423.7,2353.1,1985.2,2551.5,3759.7,5406.8,2604.6,594.9,5996.2,7806.2,2721.6,2890.7
2014,2641.8,1275.9,2733.7,2655.3,5340.9,1428.8,2347.7,1978.6,2560.6,3760.6,5411.9,2599.0,596.7,6032.1,7822.3,2718.4,2879.1
2015,2647.4,1277.9,2738.7,2671.0,5331.8,1434.9,2385.7,1973.7,2572.7,3765.8,5403.0,2592.6,598.9,6058.4,7845.7,2716.4,2887.9
2016,2645.4,1279.4,2741.9,2679.4,5232.1,1441.1,2378.4,1968.8,2623.0,3766.0,5383.7,2583.8,596.3,6040.8,7863.1,2711.2,2928.3
2017,2647.6,1279.9,2734.7,2684.2,5313.1,1447.3,2372.4,1962.1,2624.3,3763.2,5393.1,2571.6,597.6,6104.4,7879.4,2702.9,2931.6
2018,2650.9,1280.6,2803.4,2691.3,5289.6,1442.6,2365.8,1955.0,2630.8,3763.6,5407.4,2580.3,599.8,6133.3,7897.2,2699.1,2929.5
2019,2633.3,1281.1,2794.7,2703.7,5172.0,1450.1,2358.4,1950.5,2641.3,3766.8,5420.3,2566.7,603.3,6162.4,7929.5,2524.2,2947.1
2020,2653.4,1276.1,2853.2,2771.6,5262.3,1473.6,2344.2,1917.7,2715.3,3822.4,5519.5,2554.1,617.7,6339.0,8142.5,2516.2,3003.3
2021,2666.8,1280.9,2872.2,2796.8,5305.4,1486.3,2350.8,1917.4,2736.1,3841.1,5557.3,2562.0,623.1,6402.4,8207.1,2521.2,3023.5
2022,2678.0,1285.6,2885.7,2816.9,5349.0,1497.4,2351.9,1917.9,2753.9,3855.4,5585.9,2562.8,627.8,6454.8,8267.2,2529.2,3040.0
2023,2685.0,1290.2,2897.5,2835.9,5376.2,1507.6,2351.7,1914.7,2771.2,3869.7,5611.1,2565.2,603.0,6508.1,8326.8,2533.5,3081.0
2024,2699.5,1297.2,2913.0,2836.0,5404.8,1518.5,2359.8,1934.1,2793.4,3882.0,5639.0,2584.2,607.6,6567.3,8384.8,2539.2,3102.6
