year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.38,0.38,0.42,0.40,0.52,0.38,0.33,0.36,0.40,0.39,0.44,0.36,0.34,0.35,0.49,0.34,0.48
2011,0.40,0.39,0.41,0.40,0.54,0.39,0.35,0.38,0.51,0.43,0.45,0.36,0.35,0.40,0.50,0.36,0.49
2012,0.39,0.39,0.42,0.41,0.48,0.41,0.33,0.40,0.41,0.39,0.45,0.37,0.33,0.36,0.52,0.33,0.46
2013,0.38,0.39,0.43,0.41,0.48,0.37,0.33,0.36,0.42,0.39,0.45,0.37,0.33,0.36,0.52,0.33,0.48
2014,0.38,0.39,0.42,0.41,0.48,0.37,0.38,0.35,0.42,0.39,0.45,0.36,0.34,0.36,0.52,0.33,0.48
2015,0.39,0.39,0.42,0.41,0.50,0.38,0.36,0.35,0.42,0.40,0.45,0.37,0.34,0.37,0.55,0.33,0.48
2016,0.39,0.39,0.42,0.41,0.50,0.38,0.38,0.35,0.42,0.40,0.45,0.37,0.34,0.37,0.54,0.34,0.48
2017,0.40,0.40,0.42,0.42,0.50,0.40,0.38,0.36,0.42,0.40,0.46,0.38,0.35,0.37,0.54,0.34,0.48
2018,0.40,0.40,0.45,0.42,0.51,0.40,0.39,0.36,0.43,0.42,0.47,0.39,0.36,0.38,0.55,0.34,0.49
2019,0.41,0.40,0.45,0.44,0.51,0.42,0.39,0.37,0.45,0.45,0.48,0.40,0.36,0.40,0.58,0.35,0.49
2020,0.41,0.40,0.46,0.45,0.54,0.42,0.39,0.36,0.46,0.45,0.49,0.40,0.37,0.41,0.58,0.35,0.49
2021,0.42,0.40,0.46,0.45,0.55,0.43,0.39,0.37,0.46,0.46,0.49,0.41,0.37,0.41,0.59,0.35,0.50
2022,0.42,0.40,0.46,0.46,0.55,0.44,0.39,0.37,0.47,0.46,0.50,0.41,0.38,0.41,0.59,0.35,0.50
2023,0.43,0.41,0.47,0.46,0.56,0.44,0.40,0.39,0.47,0.47,0.50,0.42,0.39,0.43,0.60,0.36,0.50
