year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,100.0,8.5,4.5,4.0,2.3,6.3,7.6,21.5,2.2,3.8,2.3,5.6,12.8,2.6,2.8,9.4,3.8
2011,100.0,8.6,4.4,4.0,2.2,6.2,7.7,21.6,2.1,3.9,2.3,5.6,12.8,2.6,2.7,9.4,3.8
2012,100.0,8.5,4.4,4.0,2.2,6.2,7.7,21.8,2.1,3.9,2.3,5.8,12.6,2.5,2.7,9.5,3.8
2013,100.0,8.4,4.5,4.0,2.2,6.2,7.7,22.0,2.1,3.9,2.3,5.7,12.4,2.5,2.7,9.7,3.7
2014,100.0,8.4,4.4,4.0,2.3,6.2,7.8,22.0,2.1,3.9,2.3,5.7,12.3,2.5,2.7,9.7,3.8
2015,100.0,8.4,4.4,3.9,2.2,6.1,7.9,22.1,2.1,3.9,2.3,5.7,12.3,2.4,2.7,9.8,3.8
2016,100.0,8.4,4.4,3.9,2.2,6.1,7.9,22.1,2.1,3.9,2.2,5.8,12.3,2.4,2.7,9.9,3.7
2017,100.0,8.3,4.4,3.9,2.2,6.1,8.0,22.3,2.0,3.9,2.3,5.8,12.2,2.4,2.6,9.9,3.7
2018,100.0,8.2,4.4,3.8,2.2,6.0,8.1,22.5,2.0,3.9,2.3,5.9,12.2,2.4,2.6,9.8,3.7
2019,100.0,8.2,4.3,3.8,2.1,6.1,8.1,22.8,2.0,3.9,2.3,5.9,12.0,2.3,2.5,9.9,3.7
2020,100.0,8.3,4.4,3.8,2.1,6.2,8.1,22.9,2.0,3.8,2.3,5.8,11.6,2.3,2.6,10.0,3.7
2021,100.0,8.5,4.4,3.7,2.1,6.1,8.2,22.6,2.0,3.9,2.3,6.0,11.9,2.3,2.6,9.9,3.7
2022,100.0,8.3,4.4,3.7,2.1,6.0,8.0,23.1,2.0,3.7,2.3,6.2,12.1,2.2,2.5,9.8,3.6
2023,100.0,8.3,4.2,3.6,2.1,6.0,8.1,23.8,2.0,3.8,2.2,6.0,11.9,2.3,2.5,9.8,3.6
2024,100.0,8.3,4.2,3.7,2.1,6.0,8.1,23.9,2.0,3.9,2.3,6.0,11.5,2.3,2.5,9.8,3.5
