REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,51.9,53.5,51.4,51.0,51.5,52.2,53.3,55.1,56.0,55.3,53.7,53.8,53.7,52.6,51.6
Dolnośląskie,51.7,53.2,51.0,50.7,51.4,51.6,52.9,54.2,55.6,54.9,53.3,53.0,52.7,51.8,51.0
Kujawsko-Pomorskie,54.3,56.0,54.1,53.9,55.1,56.3,57.5,59.9,60.9,60.2,58.4,59.1,58.9,57.5,56.2
Lubelskie,49.6,50.8,49.1,48.4,48.2,48.7,49.4,51.0,51.9,51.9,50.6,50.3,50.6,49.3,48.7
Lubuskie,53.4,55.3,52.3,52.8,53.0,54.0,56.5,58.9,59.1,58.9,56.6,56.9,55.3,54.4,53.2
Łódzkie,50.3,51.3,49.6,48.8,49.2,49.8,50.7,51.8,53.3,53.1,51.1,50.3,51.1,50.4,49.7
Małopolskie,53.1,54.3,52.2,51.4,52.4,53.7,54.2,56.3,57.6,56.8,54.4,54.4,54.9,54.2,52.7
Mazowieckie,48.3,49.5,47.8,47.2,47.8,48.3,49.7,51.2,52.1,51.6,50.6,50.5,50.6,49.1,48.3
Opolskie,52.9,54.5,52.1,52.4,52.6,54.6,55.6,57.6,58.9,57.7,55.3,56.7,56.5,54.7,53.3
Podkarpackie,51.6,52.9,50.6,50.2,51.0,51.5,52.4,53.4,54.3,53.4,52.7,53.2,52.3,51.3,50.5
Podlaskie,47.4,48.1,45.9,45.6,45.5,45.3,45.6,47.2,47.6,47.5,46.4,46.0,45.6,44.5,43.4
Pomorskie,53.3,56.8,54.8,54.9,55.9,57.4,60.0,62.3,63.2,62.8,59.2,60.0,60.8,59.7,58.1
Śląskie,54.2,56.1,54.7,53.4,53.6,54.3,55.6,57.6,58.4,56.6,54.8,54.7,54.8,53.8,52.2
Świętokrzyskie,50.2,51.6,49.1,48.6,48.5,49.4,50.7,52.0,52.7,52.7,51.4,51.7,51.1,50.6,49.2
Warmińsko-Mazurskie,53.0,54.4,52.1,51.7,52.0,52.8,54.2,56.4,57.8,58.0,55.2,56.4,54.9,53.4,52.4
Wielkopolskie,56.0,58.1,55.0,55.1,56.6,57.7,58.8,60.8,61.8,60.4,58.3,59.4,58.6,58.4,57.3
Zachodniopomorskie,52.0,53.8,52.3,52.1,52.7,54.0,55.3,58.1,59.0,58.1,54.8,55.9,56.3,54.2,53.5
