year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,11.0,12.4,12.9,10.6,13.1,8.7,10.2,8.4,11.5,15.0,9.8,11.1,10.4,12.0,12.4,10.8,12.6
2011,11.7,12.2,11.5,13.1,13.0,11.0,10.2,9.9,12.5,15.3,10.1,12.0,10.0,13.5,14.5,11.7,15.3
2012,12.1,13.7,12.5,12.0,15.4,12.8,11.6,8.6,12.7,16.4,9.8,13.1,9.7,12.3,16.4,12.4,15.7
2013,12.5,13.0,14.3,12.5,17.1,10.7,12.7,9.2,12.5,17.6,10.3,13.4,10.9,13.6,16.2,12.4,15.0
2014,12.2,12.0,14.8,13.9,16.0,10.6,11.5,9.2,12.1,17.4,10.3,12.7,10.4,14.2,15.4,11.7,14.5
2015,11.2,9.6,12.4,11.5,12.0,10.1,10.9,9.4,10.8,16.3,8.9,11.6,9.1,14.2,14.6,10.9,14.6
2016,10.8,10.5,11.0,11.5,13.2,8.3,11.0,7.7,9.1,16.6,10.1,10.6,10.3,13.9,15.8,8.4,14.5
2017,9.7,9.5,11.0,11.7,12.9,7.9,10.0,7.6,8.5,14.5,8.2,8.9,7.3,13.1,14.6,7.7,11.6
2018,8.8,8.0,11.0,8.1,11.3,8.7,7.1,7.0,6.7,12.1,7.8,9.3,6.9,12.1,15.3,7.1,10.3
2019,7.9,10.0,8.7,8.3,9.7,7.6,6.6,6.6,8.2,10.8,7.2,8.6,5.9,11.6,11.9,5.7,10.6
2020,8.6,7.8,8.8,13.7,9.8,5.4,6.9,8.0,8.3,11.8,9.1,8.2,8.3,10.7,10.5,6.3,12.0
2021,11.2,10.8,8.9,12.4,15.4,9.7,10.4,12.1,x,13.5,10.2,7.9,14.7,10.9,12.1,7.6,12.9
2022,8.1,9.8,10.1,9.0,x,8.4,7.2,7.5,x,10.2,x,8.4,7.1,x,10.7,5.6,9.7
2023,6.9,4.9,6.8,7.1,x,9.3,3.6,6.0,x,12.7,x,8.0,4.7,x,x,7.9,8.2
2024,7.0,6.5,6.8,8.1,x,8.3,7.5,5.1,x,9.8,x,6.6,5.2,x,9.8,6.4,7.5
