year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,9.6,9.6,7.1,11.6,7.5,5.6,10.2,12.8,5.7,12.0,9.9,9.8,8.0,8.4,9.6,9.6,9.9
2012,10.4,10.1,9.7,9.7,9.6,10.2,8.7,14.7,8.8,7.4,10.9,11.9,9.4,5.2,10.2,9.7,11.0
2013,14.2,14.1,11.8,10.9,10.9,14.9,12.6,20.1,13.5,11.2,16.7,15.6,13.0,10.8,12.7,12.5,13.7
2014,16.6,17.8,14.5,11.8,10.8,12.9,16.8,22.9,11.6,17.3,16.8,17.7,16.3,11.0,13.6,15.9,13.2
2015,20.9,22.7,17.8,20.1,18.5,15.2,19.6,28.8,19.4,16.9,16.4,22.4,21.7,15.1,15.0,20.5,16.6
2016,27.0,27.7,23.3,24.2,22.4,24.9,25.1,34.4,20.7,18.9,33.0,29.4,28.4,22.6,24.7,25.8,25.4
2017,32.1,32.5,27.9,28.0,26.4,24.5,31.8,39.6,28.1,28.5,35.5,35.3,33.2,25.2,24.8,31.5,33.1
2018,42.6,40.8,42.8,39.4,36.6,36.6,42.1,49.0,33.8,35.0,44.4,45.5,45.8,46.0,35.2,42.2,40.9
2019,46.1,43.0,43.7,35.6,40.4,45.1,45.2,53.7,43.1,41.5,47.8,48.2,49.8,33.9,43.2,43.4,50.1
2020,69.3,68.2,67.8,60.7,61.8,67.5,69.5,74.9,65.8,66.6,71.9,68.1,72.8,66.3,63.7,67.2,69.6
2021,73.3,71.2,65.9,64.9,69.2,72.3,73.6,78.1,72.1,73.6,72.6,73.0,75.6,71.2,68.5,74.6,69.9
2022,74.1,71.9,66.5,69.6,72.7,68.6,75.1,76.7,74.2,72.8,75.9,74.0,77.4,73.8,71.3,75.6,76.4
2023,76.1,77.7,69.8,67.7,69.5,74.7,78.9,80.3,74.7,75.4,71.7,73.9,79.5,71.5,67.5,78.5,68.8
2024,84.1,81.2,79.1,84.7,78.1,82.8,84.4,86.0,87.8,83.7,81.6,81.3,88.3,80.7,78.5,86.4,81.1
