year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,47.3,44.8,44.8,49.9,46.8,48.1,48.5,51.1,42.2,50.7,48.1,45.7,43.4,53.3,47.0,47.0,44.2
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,54.9,53.1,52.9,54.4,52.3,57.0,55.3,60.9,48.7,53.2,53.0,55.8,52.3,56.7,51.6,55.9,52.2
2019,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,
2023,,,,,,,,,,,,,,,,,
2024,52.0,50.1,49.7,53.0,49.2,53.7,52.6,57.0,46.5,52.4,51.7,51.5,48.7,55.4,49.5,52.3,49.3
