REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,2.95,3.80,6.03,4.26,4.57,4.20,3.15,2.95,3.23,3.41,3.18,4.49,6.64,5.75,4.55
Dolnośląskie,0.33,1.55,2.25,2.33,3.04,1.09,1.34,1.75,3.14,2.18,1.09,2.82,3.41,7.57,1.61
Kujawsko-Pomorskie,0.39,0.18,5.87,1.34,2.09,3.03,1.61,0.70,1.22,1.20,1.44,1.41,2.95,2.15,5.28
Lubelskie,6.33,1.07,1.44,1.67,2.23,3.42,2.53,1.25,2.59,4.24,4.26,2.49,4.82,15.74,2.71
Lubuskie,2.15,4.83,3.50,9.93,10.95,4.09,3.34,2.35,4.32,2.71,2.36,4.74,9.95,6.01,3.17
Łódzkie,3.14,1.94,2.61,2.12,3.16,2.00,3.54,2.58,3.33,2.90,2.93,3.08,13.22,14.27,3.75
Małopolskie,8.34,6.12,10.39,6.51,13.02,12.12,9.28,9.60,11.96,8.95,11.13,7.62,13.63,12.69,8.06
Mazowieckie,2.45,1.29,4.15,3.05,2.99,6.05,4.44,9.52,8.85,5.85,6.51,5.40,7.63,5.64,6.16
Opolskie,1.26,9.25,4.74,15.20,4.54,0.44,1.20,2.11,0.94,2.06,0.56,3.24,4.81,3.86,1.96
Podkarpackie,5.80,26.50,32.23,15.17,25.93,38.43,9.06,6.95,11.09,7.43,8.68,8.91,7.89,7.02,9.62
Podlaskie,1.30,3.47,2.07,3.69,9.57,4.90,2.59,2.78,2.54,3.99,8.61,5.57,10.58,5.26,3.79
Pomorskie,1.81,2.91,2.43,3.81,2.69,7.17,3.79,1.63,2.89,3.10,3.57,5.24,2.59,2.85,5.14
Śląskie,2.93,6.44,7.55,1.95,3.80,2.76,1.33,0.99,1.23,4.15,2.69,2.37,1.05,1.05,1.17
Świętokrzyskie,0.86,0.03,0.96,1.65,1.01,0.89,0.98,2.05,1.07,0.81,0.40,1.43,1.17,1.31,1.45
Warmińsko-Mazurskie,3.86,2.04,3.64,2.09,3.55,2.40,4.14,2.19,2.06,4.88,2.65,4.58,4.19,2.50,1.73
Wielkopolskie,4.48,4.25,12.33,5.56,3.37,3.68,3.72,3.22,1.97,2.80,2.23,6.77,11.89,5.16,10.07
Zachodniopomorskie,5.15,6.03,8.26,12.41,7.94,4.97,4.31,2.25,4.09,3.00,1.91,9.53,5.91,1.85,5.03
