REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0
Dolnośląskie,6.5,6.5,0.0,10.9,9.6,9.3,9.1,6.9,4.7,7.8,7.0,9.1,7.8,,6.5
Kujawsko-Pomorskie,3.3,2.4,0.0,0.0,3.4,2.6,2.5,2.5,2.4,2.1,3.1,2.9,2.2,,2.2
Lubelskie,1.7,1.9,2.5,1.6,1.7,1.4,1.6,1.6,2.0,1.8,2.1,2.1,2.1,,1.2
Lubuskie,0.8,0.8,0.8,1.0,0.8,1.7,1.6,1.7,1.2,1.2,0.8,0.9,0.7,,0.7
Łódzkie,0.0,7.4,6.8,5.5,9.1,0.0,0.0,11.7,10.8,7.5,6.0,4.0,2.7,,1.7
Małopolskie,3.9,4.5,5.5,6.8,5.6,6.1,9.9,8.9,10.4,11.9,12.0,11.9,9.9,,11.5
Mazowieckie,42.0,39.4,44.2,36.9,33.3,0.0,26.5,34.4,32.3,30.9,35.4,36.2,40.9,,44.2
Opolskie,0.8,1.3,0.0,1.1,0.7,0.7,0.0,1.0,1.5,1.0,0.7,0.7,0.9,,1.0
Podkarpackie,2.9,4.3,3.9,0.0,6.2,4.5,4.4,3.9,5.3,5.6,5.8,5.4,4.4,,4.7
Podlaskie,0.0,1.0,1.4,1.0,0.7,0.8,1.1,0.8,0.8,2.2,1.3,1.1,1.0,,0.9
Pomorskie,6.9,4.8,3.4,0.0,5.1,4.8,5.9,6.1,6.2,6.3,5.3,6.7,6.7,,8.1
Śląskie,13.4,13.8,10.9,10.6,11.2,9.3,9.9,9.1,10.7,11.5,9.9,9.4,10.2,,8.3
Świętokrzyskie,1.1,1.3,2.4,0.0,0.7,1.0,0.8,1.2,0.8,0.8,0.7,0.7,0.5,,0.8
Warmińsko-Mazurskie,1.0,1.0,0.0,0.8,0.8,1.3,0.6,0.7,0.9,1.0,1.0,1.3,1.4,,0.7
Wielkopolskie,4.9,7.4,5.8,7.0,8.4,7.7,7.3,7.7,7.0,6.8,7.9,6.3,6.9,,6.6
Zachodniopomorskie,1.7,2.1,2.9,2.8,2.8,3.8,1.9,1.9,1.7,1.3,1.2,1.3,1.9,,0.8
