year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,1595,1625,573,314,869,619,221,216,4010,1234,3053,32,2153,317,73,7957,983
2011,806,1468,403,721,504,345,91,155,3606,375,3758,125,1727,285,39,506,770
2012,801,1833,403,801,503,624,85,167,3670,337,3033,56,1787,270,59,444,795
2013,703,1703,469,1342,550,534,124,259,3333,108,791,86,2884,310,36,240,744
2014,533,1647,581,490,655,560,126,202,2625,112,823,130,984,256,51,112,755
2015,521,1732,537,418,489,585,102,253,2839,90,1016,60,800,176,36,97,642
2016,501,2183,451,268,448,291,86,261,2718,27,892,94,669,257,33,84,692
2017,452,2143,444,133,610,376,75,228,1830,29,745,91,605,177,34,115,624
2018,493,2136,443,299,692,485,75,183,1269,110,952,226,697,387,32,147,627
2019,631,1850,640,499,749,557,64,204,1339,102,767,288,3679,659,36,120,642
2020,613,2224,693,544,772,486,40,209,961,138,825,281,2797,683,37,86,623
2021,665,2208,826,244,491,602,43,166,896,137,1006,328,4598,635,50,90,578
2022,675,2154,802,112,242,621,42,243,988,124,1040,806,3996,761,52,97,751
2023,672,2197,785,112,186,456,77,295,1054,127,897,816,4390,754,38,350,310
