year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,1915,287,22,55,54,30,105,102,4,4,70,140,742,17,8,57,218
2011,2195,287,48,71,0,47,179,84,7,14,35,57,944,32,35,53,302
2012,1787,299,26,52,29,11,117,31,13,9,44,123,820,91,22,28,72
2013,1643,152,45,33,4,9,90,123,12,3,31,54,733,95,124,12,123
2014,1534,157,36,16,145,47,16,97,10,28,38,39,635,115,99,48,8
2015,1439,163,41,7,108,46,27,142,13,25,26,49,571,87,14,48,72
2016,1033,66,25,16,1,17,35,70,7,22,10,82,497,73,103,2,7
2017,504,71,40,2,2,10,4,34,6,18,10,40,163,40,52,10,2
2018,510,53,43,13,5,10,4,23,3,53,10,110,52,35,6,87,3
2019,452,66,17,21,3,12,2,28,3,42,16,20,99,68,5,44,6
2020,96,6,7,3,2,1,3,14,0,1,4,18,23,3,5,4,2
2021,329,1,6,8,41,5,3,20,2,2,4,11,89,1,126,7,3
2022,307,2,17,13,7,115,7,29,1,9,2,24,14,9,1,41,16
2023,285,103,9,15,10,8,14,23,3,7,5,13,11,6,5,20,33
