year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,4.9,10.6,3.8,0.2,4.2,4.2,6.7,3.5,9.4,0.0,0.0,6.6,17.0,2.5,2.4,8.0,6.2
2011,5.8,11.8,6.8,0.2,10.6,4.2,6.7,3.8,9.3,0.0,0.0,6.6,19.8,4.6,3.0,8.3,7.0
2012,7.7,14.1,7.5,0.5,10.6,15.4,10.5,5.9,9.4,0.7,0.5,7.5,23.1,4.6,5.8,10.1,7.0
2013,8.7,14.1,10.0,1.9,13.9,16.1,10.4,6.8,9.4,5.7,1.6,7.5,23.1,4.9,5.8,11.0,7.0
2014,9.6,14.3,11.1,3.2,16.6,22.2,11.4,6.7,9.4,6.9,1.6,7.5,23.7,4.9,5.8,12.0,7.0
2015,9.8,14.3,11.1,3.2,16.6,22.2,11.4,7.2,9.4,6.9,2.3,7.5,24.9,4.9,5.8,12.1,7.0
2016,10.1,14.3,11.1,3.5,16.9,24.7,11.4,7.2,9.4,9.2,3.0,7.5,24.8,4.9,6.1,12.1,7.0
2017,10.9,16.8,11.1,3.5,16.9,24.7,11.7,8.2,9.4,10.2,3.0,7.5,24.9,6.6,8.7,13.5,7.0
2018,11.9,21.3,11.1,4.0,18.4,24.7,11.7,9.9,9.4,10.2,4.5,9.2,24.9,8.1,9.2,14.6,7.0
2019,13.1,21.3,13.3,5.4,18.4,24.7,12.0,11.6,9.4,10.2,5.1,9.2,28.1,9.0,10.0,16.0,12.8
2020,13.6,21.3,15.2,5.8,18.4,24.7,12.5,13.1,9.4,10.2,5.4,9.2,29.5,9.0,10.0,16.0,13.8
2021,14.6,21.9,15.2,8.3,18.4,27.3,13.4,13.6,9.4,12.7,8.1,9.2,29.5,9.0,10.7,16.3,14.7
2022,15.6,21.9,17.6,9.2,20.0,27.9,13.6,15.7,9.4,13.1,10.0,11.4,31.1,9.0,11.9,16.3,14.7
2023,16.2,23.7,17.6,9.2,22.0,28.7,14.8,16.4,11.9,13.1,10.0,10.7,31.1,9.0,12.9,16.3,17.0
2024,16.6,24.6,17.6,9.2,22.0,28.7,15.9,17.8,11.9,13.1,10.0,10.7,31.6,9.0,13.4,16.3,17.2
