REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,4.3,4.5,4.6,4.7,4.9,5.0,5.2
Dolnośląskie,,,,,,,,,3.8,3.8,4.0,4.1,4.2,4.3,4.4
Kujawsko-Pomorskie,,,,,,,,,5.0,5.2,5.4,5.6,5.8,6.0,6.2
Lubelskie,,,,,,,,,5.6,5.8,6.0,6.2,6.3,6.5,6.7
Lubuskie,,,,,,,,,3.4,3.5,3.6,3.6,3.7,3.8,3.9
Łódzkie,,,,,,,,,4.6,4.8,5.0,5.0,5.2,5.5,5.6
Małopolskie,,,,,,,,,4.3,4.4,4.6,4.7,4.8,5.0,5.1
Mazowieckie,,,,,,,,,4.0,4.0,4.0,4.1,4.3,4.4,4.5
Opolskie,,,,,,,,,4.1,4.4,4.5,4.7,4.8,5.0,5.1
Podkarpackie,,,,,,,,,4.7,4.8,5.0,5.0,5.1,5.2,5.3
Podlaskie,,,,,,,,,5.2,5.5,5.8,6.0,6.1,6.3,6.5
Pomorskie,,,,,,,,,4.0,4.1,4.1,4.2,4.3,4.4,4.6
Śląskie,,,,,,,,,3.0,3.0,3.2,3.3,3.4,3.4,3.5
Świętokrzyskie,,,,,,,,,9.7,10.1,10.7,11.0,11.4,11.7,12.1
Warmińsko-Mazurskie,,,,,,,,,4.0,4.2,4.4,4.7,5.1,5.3,5.9
Wielkopolskie,,,,,,,,,4.3,4.4,4.5,4.7,4.8,4.9,5.0
Zachodniopomorskie,,,,,,,,,4.1,4.1,4.2,4.3,4.4,4.6,4.7
