year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,3.3,2.7,1.1,6.4,4.1,0.9,5.2,2.3,0.5,7.6,8.6,1.5,0.3,7.2,6.8,1.3,7.6
2011,4.0,3.1,1.2,6.8,5.5,1.2,5.7,2.7,0.5,8.1,11.8,2.0,0.4,7.9,9.9,1.5,9.3
2012,4.7,3.6,1.4,7.4,7.5,1.3,5.7,3.1,0.7,8.0,15.9,2.6,0.4,8.5,14.9,1.9,12.7
2013,5.2,3.5,1.6,7.9,9.0,1.6,5.0,3.7,0.7,7.4,18.7,2.8,0.4,8.5,18.0,2.2,15.5
2014,5.5,3.3,1.7,8.3,11.1,1.7,3.9,3.8,0.7,6.4,21.6,3.1,0.5,7.4,22.1,2.5,18.2
2015,5.2,2.7,1.6,7.7,10.4,1.6,3.2,3.5,0.6,5.3,23.7,2.8,0.4,6.4,24.2,2.1,16.6
2016,4.6,2.3,1.4,7.0,9.0,1.5,2.8,3.2,0.6,4.8,23.0,2.5,0.3,5.6,22.5,1.7,13.3
2017,4.0,2.0,1.2,6.5,6.9,1.4,2.4,2.8,0.5,4.3,21.7,2.1,0.3,4.9,20.0,1.4,10.2
2018,3.9,2.0,1.4,6.9,6.4,1.5,2.0,2.9,0.5,4.4,20.5,1.9,0.3,4.6,19.0,1.5,9.1
2019,4.0,2.0,1.6,7.9,6.3,1.6,1.8,3.2,0.5,4.4,20.7,1.9,0.2,4.5,18.8,1.7,9.3
2020,4.1,2.0,1.6,8.2,6.9,1.8,1.7,3.3,0.5,4.3,21.4,1.9,0.2,4.4,19.7,1.7,10.3
2021,4.2,2.0,1.6,8.4,7.4,1.8,1.7,3.4,0.5,4.2,21.9,1.9,0.3,4.5,19.7,1.7,10.6
2022,4.0,2.1,1.6,8.1,7.5,1.8,1.6,3.2,0.5,3.9,20.9,1.8,0.2,4.2,18.2,1.7,10.9
2023,4.5,2.2,1.5,8.4,8.3,2.0,1.6,3.6,0.6,3.7,26.5,1.9,0.3,4.2,21.4,1.8,12.4
2024,4.6,2.2,1.4,8.1,8.8,2.0,1.4,3.5,0.5,3.4,31.3,2.0,0.3,3.8,21.5,1.9,13.7
