year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,101,83,90,45,44,74,116,212,28,27,82,133,99,35,50,110,104
2011,100,74,82,45,41,85,118,210,27,25,90,128,123,36,43,84,105
2012,100,83,79,58,40,101,121,192,25,22,91,122,126,37,40,77,105
2013,94,86,82,61,39,99,124,173,25,25,90,124,100,37,35,65,102
2014,96,89,80,65,38,101,144,170,21,25,91,125,95,38,44,74,101
2015,95,90,87,66,42,103,117,174,25,24,91,126,91,38,37,80,103
2016,98,93,87,66,42,120,123,172,25,26,91,126,90,37,43,86,105
2017,97,96,82,66,42,93,131,174,26,28,89,125,89,36,46,87,105
2018,98,94,82,60,42,101,132,180,26,29,86,125,88,36,45,89,98
2019,100,89,83,69,42,104,133,189,27,34,81,128,82,37,45,88,124
2020,59,55,55,41,32,64,71,102,16,15,35,81,45,27,31,57,87
2021,65,56,58,44,33,65,72,115,15,16,53,87,74,26,19,60,80
2022,80,69,74,52,41,79,110,129,24,21,75,108,78,35,37,77,99
2023,86,79,80,59,45,83,112,139,28,21,55,116,80,40,41,85,110
2024,90,78,81,60,45,86,118,153,29,22,56,124,79,41,47,90,117
