year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,64.8,59.0,65.5,88.3,71.0,66.2,62.8,60.2,76.3,65.6,88.3,49.9,42.3,84.8,80.7,71.4,71.5
2011,66.8,60.3,67.7,93.8,72.0,71.5,64.2,61.9,76.4,67.1,92.6,49.6,44.3,89.6,82.7,72.3,71.4
2012,67.0,60.5,69.5,90.7,71.7,69.5,65.1,62.5,77.0,69.0,93.6,50.2,42.8,91.7,83.1,72.9,71.9
2013,68.2,60.8,70.5,93.8,73.2,70.6,64.9,63.0,77.6,70.3,95.3,51.3,46.9,92.4,83.1,73.5,72.4
2014,68.9,62.0,71.9,95.7,75.0,73.2,65.4,63.9,78.1,71.7,97.9,51.5,44.2,95.1,84.9,74.3,72.9
2015,69.8,62.6,73.3,95.7,74.7,74.4,66.3,64.7,78.8,72.6,99.6,52.8,44.4,97.8,86.0,75.6,74.3
2016,70.7,63.0,75.4,91.1,75.8,75.4,67.1,65.8,79.5,73.9,101.3,52.9,44.8,99.9,86.1,76.5,73.8
2017,72.2,63.8,78.2,99.3,77.3,76.8,69.9,67.4,80.6,74.6,104.1,54.3,45.0,102.9,87.5,77.9,74.7
2018,73.4,65.8,80.5,105.6,78.5,78.1,69.0,68.2,81.5,76.0,105.5,55.1,45.2,105.4,89.2,78.7,75.1
2019,74.3,67.0,83.2,103.4,79.2,79.6,70.1,69.0,81.1,77.2,108.1,56.1,46.1,107.5,90.4,79.9,75.2
2020,76.6,69.9,84.2,110.8,87.5,82.3,69.6,69.1,83.8,79.6,112.6,57.6,48.2,111.8,94.5,80.9,81.0
2021,77.5,70.5,86.4,113.6,82.6,83.9,70.5,70.4,86.6,80.8,116.2,57.9,47.8,113.6,95.5,82.1,80.0
2022,78.5,71.3,89.3,112.8,83.2,85.2,71.3,71.4,87.3,82.3,118.7,58.7,48.1,115.6,97.9,82.7,80.9
2023,79.5,69.0,91.4,115.8,84.4,86.5,72.1,72.8,88.4,82.9,122.7,59.7,48.6,118.3,100.2,83.6,82.1
2024,79.8,69.9,93.7,117.8,84.2,86.9,71.6,73.2,88.8,79.6,126.2,59.8,48.9,118.4,101.8,83.4,81.4
