year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,864,73,32,33,30,43,58,75,26,41,36,50,85,38,71,99,74
2011,874,74,31,33,30,42,59,80,27,39,37,50,88,37,73,103,71
2012,867,70,31,32,30,44,59,80,27,38,34,48,92,35,72,103,72
2013,866,68,32,33,27,42,65,81,28,39,35,46,91,36,69,103,71
2014,866,66,32,32,27,42,67,81,28,40,34,48,91,36,67,104,71
2015,872,66,34,30,25,44,73,81,28,42,34,50,88,35,68,105,69
2016,871,65,34,31,23,45,71,79,28,43,35,48,92,34,72,101,70
2017,853,63,34,29,23,44,69,76,28,39,34,49,93,37,69,97,69
2018,853,64,33,30,23,44,68,77,29,40,35,49,92,36,68,95,70
2019,862,65,33,30,23,44,69,78,31,41,34,49,93,37,68,94,73
2020,867,66,33,31,23,45,71,77,31,41,34,49,93,39,66,94,74
2021,867,65,33,31,23,46,74,77,31,41,33,48,94,40,66,93,72
2022,870,65,35,31,24,46,74,77,31,42,33,51,92,41,66,90,72
2023,854,65,35,32,25,43,71,77,31,38,33,52,91,35,66,88,72
2024,853,66,35,32,24,43,73,79,31,36,33,51,90,35,69,87,69
