REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,0.0,80543.1,,,249499.2,0.0,0.0,325163.6,358191.7,521961.5,508591.7,362687.1,534824.7,539921.7
Dolnośląskie,0.0,0.0,,,0.0,0.0,5837.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kujawsko-Pomorskie,0.0,1336.2,,,0.0,1502.7,0.0,0.0,0.0,21982.4,4450.6,5090.0,0.0,0.0
Lubelskie,0.0,0.0,,,0.0,3036.8,0.0,21787.6,0.0,0.0,105079.3,39587.9,71506.2,66619.9
Lubuskie,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łódzkie,0.0,572.8,,,4722.0,464.5,5636.5,13466.5,21700.5,29382.3,0.0,36122.3,57026.1,0.0
Małopolskie,3957.3,5163.8,,,0.0,6139.3,0.0,77503.8,0.0,15377.3,17401.0,23076.9,67133.7,19235.3
Mazowieckie,73628.7,53463.0,,,159125.6,50474.8,49209.5,65766.3,0.0,159574.2,59302.5,85215.4,98324.3,106671.0
Opolskie,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5097.7,0.0,0.0
Podkarpackie,0.0,0.0,,,0.0,1285.1,0.0,0.0,0.0,0.0,0.0,7793.3,10966.0,0.0
Podlaskie,154.0,0.0,,,8892.9,0.0,1565.0,3567.2,7189.7,10849.1,4504.5,7105.3,12397.3,0.0
Pomorskie,404.4,0.0,,,0.0,0.0,0.0,1821.4,2302.4,0.0,13005.9,16029.0,11030.0,13018.7
Śląskie,1393.4,1915.3,,,0.0,6576.4,0.0,0.0,54714.6,0.0,26657.0,59690.6,75490.0,51434.8
Świętokrzyskie,0.0,0.0,,,977.9,0.0,1559.5,997.0,1050.0,922.8,1328.4,2730.4,2553.2,2791.3
Warmińsko-Mazurskie,0.0,0.0,,,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.2,0.0,0.0
Wielkopolskie,3124.0,3928.7,,,0.0,0.0,0.0,11992.7,29335.5,28833.5,43111.4,27515.4,29268.6,35538.3
Zachodniopomorskie,1473.4,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.2,0.0,10494.2
