REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,0.20,0.18,0.17,0.16,0.15,0.14,0.12,0.11,0.10,0.09,0.07,0.07,0.06,0.05,0.05
Dolnośląskie,0.26,0.21,0.20,0.19,0.16,0.14,0.12,0.10,0.09,0.07,0.07,0.07,0.07,0.05,0.04
Kujawsko-Pomorskie,0.24,0.23,0.22,0.19,0.21,0.15,0.11,0.11,0.12,0.12,0.10,0.10,0.10,0.09,0.08
Lubelskie,0.11,0.10,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.03
Lubuskie,0.10,0.09,0.08,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.04,0.04,0.04,0.03,0.06
Łódzkie,0.23,0.22,0.19,0.17,0.15,0.15,0.12,0.13,0.14,0.11,0.09,0.09,0.08,0.06,0.06
Małopolskie,0.26,0.26,0.26,0.24,0.20,0.19,0.14,0.14,0.12,0.11,0.07,0.08,0.07,0.05,0.05
Mazowieckie,0.15,0.14,0.13,0.13,0.13,0.11,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.04
Opolskie,0.29,0.26,0.23,0.20,0.20,0.16,0.13,0.12,0.13,0.13,0.11,0.13,0.11,0.09,0.08
Podkarpackie,0.11,0.11,0.10,0.10,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.04
Podlaskie,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Pomorskie,0.18,0.15,0.15,0.13,0.12,0.12,0.10,0.08,0.06,0.05,0.04,0.04,0.03,0.02,0.02
Śląskie,1.08,1.03,0.86,0.86,0.83,0.83,0.74,0.70,0.64,0.45,0.36,0.35,0.29,0.25,0.25
Świętokrzyskie,0.24,0.23,0.23,0.21,0.19,0.17,0.16,0.15,0.15,0.15,0.12,0.11,0.10,0.07,0.07
Warmińsko-Mazurskie,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.01
Wielkopolskie,0.19,0.17,0.16,0.15,0.16,0.16,0.16,0.13,0.07,0.06,0.06,0.05,0.05,0.03,0.03
Zachodniopomorskie,0.14,0.13,0.11,0.11,0.11,0.10,0.11,0.10,0.10,0.08,0.07,0.06,0.06,0.05,0.04
