year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.034,0.035,0.034,0.023,0.029,0.035,0.035,0.045,0.029,0.025,0.028,0.035,0.032,0.026,0.032,0.031,0.042
2011,0.033,0.035,0.034,0.023,0.030,0.034,0.032,0.039,0.030,0.026,0.028,0.035,0.032,0.026,0.031,0.031,0.043
2012,0.032,0.035,0.033,0.022,0.033,0.034,0.030,0.038,0.029,0.027,0.028,0.035,0.032,0.025,0.032,0.031,0.043
2013,0.032,0.035,0.034,0.023,0.030,0.033,0.029,0.038,0.029,0.027,0.027,0.035,0.032,0.027,0.031,0.032,0.042
2014,0.032,0.035,0.032,0.023,0.030,0.032,0.030,0.038,0.030,0.027,0.027,0.035,0.032,0.028,0.031,0.032,0.042
2015,0.033,0.037,0.031,0.023,0.030,0.033,0.031,0.038,0.031,0.027,0.027,0.035,0.033,0.028,0.031,0.032,0.042
2016,0.034,0.038,0.032,0.024,0.032,0.033,0.032,0.039,0.032,0.028,0.028,0.036,0.034,0.029,0.033,0.033,0.042
2017,0.034,0.039,0.033,0.024,0.033,0.033,0.034,0.040,0.032,0.029,0.028,0.037,0.034,0.028,0.034,0.034,0.042
2018,0.035,0.039,0.033,0.024,0.032,0.034,0.034,0.041,0.032,0.029,0.029,0.038,0.034,0.028,0.033,0.034,0.043
2019,0.035,0.040,0.033,0.024,0.032,0.035,0.034,0.041,0.033,0.030,0.029,0.038,0.035,0.028,0.033,0.035,0.040
2020,0.035,0.040,0.032,0.025,0.033,0.035,0.033,0.041,0.034,0.031,0.029,0.038,0.035,0.028,0.034,0.035,0.042
2021,0.036,0.041,0.034,0.026,0.036,0.035,0.034,0.042,0.034,0.031,0.030,0.038,0.036,0.029,0.034,0.035,0.042
2022,0.036,0.042,0.034,0.026,0.033,0.036,0.034,0.042,0.034,0.032,0.030,0.038,0.036,0.030,0.034,0.036,0.042
2023,0.037,0.043,0.035,0.027,0.037,0.037,0.036,0.042,0.036,0.033,0.031,0.038,0.036,0.030,0.035,0.037,0.043
2024,0.038,0.042,0.036,0.027,0.039,0.038,0.037,0.044,0.036,0.033,0.031,0.040,0.038,0.031,0.036,0.038,0.045
