REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,48.1,53.4,58.7,62.1,58.5,54.1,52.1,48.5,45.4,39.5,41.9,38.0,33.8,30.5,28.2
Dolnośląskie,47.0,49.3,54.1,56.1,51.1,45.2,43.5,39.3,37.9,32.7,34.1,30.8,27.7,25.3,23.5
Kujawsko-Pomorskie,73.2,81.2,88.7,94.5,91.5,84.6,86.2,83.3,79.3,68.8,72.3,65.0,57.4,52.0,49.7
Lubelskie,63.6,70.0,77.2,82.3,77.1,75.4,73.6,69.5,67.4,61.6,62.9,56.3,52.2,45.8,41.5
Lubuskie,55.2,58.2,60.7,64.5,55.5,49.4,47.3,43.9,39.5,31.8,35.8,30.3,24.6,21.9,20.7
Łódzkie,33.1,37.5,43.7,47.7,45.5,43.8,43.1,41.4,39.7,34.6,35.7,33.2,29.3,27.5,26.5
Małopolskie,36.9,41.3,46.4,49.7,47.0,44.5,40.3,38.5,36.3,31.1,33.1,30.3,27.5,24.6,21.7
Mazowieckie,32.7,39.7,45.7,50.3,48.4,45.4,45.2,42.8,40.0,35.4,36.2,33.3,30.1,25.9,23.7
Opolskie,50.4,53.6,56.8,57.3,53.5,50.3,50.9,48.0,43.5,40.4,43.8,41.1,37.9,34.6,31.7
Podkarpackie,74.1,81.3,86.7,90.2,87.0,80.9,77.9,74.3,69.7,63.1,67.6,63.4,55.0,49.8,46.0
Podlaskie,47.5,51.9,55.7,59.4,57.1,55.6,55.3,52.8,50.5,45.1,46.3,43.4,39.2,36.3,32.9
Pomorskie,43.4,51.3,58.0,61.4,58.5,51.5,49.1,42.9,40.7,35.7,39.6,36.1,31.8,29.7,27.6
Śląskie,36.7,42.4,46.7,49.8,46.9,43.7,39.9,36.4,31.9,24.0,28.1,24.8,20.5,18.4,16.4
Świętokrzyskie,66.4,70.5,73.5,76.7,71.3,64.2,62.4,57.5,57.6,53.8,54.8,48.9,42.7,38.5,35.8
Warmińsko-Mazurskie,83.4,88.3,94.2,97.7,90.8,84.3,81.5,76.7,71.9,61.5,63.7,56.6,51.9,46.7,42.6
Wielkopolskie,35.1,38.6,44.2,47.2,44.2,38.1,36.1,31.1,27.0,23.4,26.9,23.6,20.5,19.5,18.4
Zachodniopomorskie,72.6,78.2,82.1,82.4,74.7,68.6,61.9,57.7,52.0,46.1,50.5,46.0,42.1,39.1,37.4
